umap1	umap2	tok	year_label
1.4305288	9.950408	gene_348801	0
-0.6274211	13.027458	.23	0
1.0979664	13.226583	252.8	0
4.6229887	9.6276865	disqualification	0
1.8516217	13.720426	491.8	0
2.86129	13.417457	ab7300	0
2.2662253	9.898306	bioremediation	0
1.8479806	12.900958	physiography	0
2.0382488	13.792143	6.667	0
1.4539698	10.644097	mesilate	0
1.4538128	9.969684	gene_30559	0
0.34567222	10.247078	disease_mesh_c563614	0
1.4501563	12.376672	v.15.0	0
-0.6393798	9.638968	npkc	0
1.9156232	8.359496	disease_mesh_d001935	0
-0.13270546	9.060866	mitoprotective	0
4.241265	11.722979	buhrmester	0
2.51177	13.868722	unfocussed	0
4.1197405	11.633787	goldwyn	0
-1.6723167	12.408745	169.4	0
2.5749645	8.549974	hydrocolonic	0
3.620175	12.71675	inferiore	0
2.240238	13.613276	appbeta	0
0.34377503	13.480923	65.42	0
3.6241152	10.574423	penelope	0
1.66699	11.319276	alitretinoin	0
3.383554	13.1067705	complementaire	0
1.4570888	13.508279	-583	0
-2.232547	13.3743725	15.8	0
3.6090286	11.22989	mullen	0
1.9804465	13.998365	cu(ch3cn)4	0
4.099136	9.314681	remedied	0
1.4640958	9.359658	iiib	0
-1.243989	13.511272	95.52	0
2.225521	12.4954605	lcpo	0
2.4065707	12.940511	ramaciotti	0
0.6675019	9.409082	gene_43442	0
2.0831206	10.116779	pedobarographic	0
1.0022103	12.438259	1.310	0
4.04806	11.723131	cristalli	0
2.383959	11.124037	ssrrna	0
4.585265	9.59739	qio	0
3.3669798	13.038291	2001b	0
1.1768782	9.722832	hhcy	0
3.3493094	10.497451	plasmodium	0
1.2309421	10.514788	glub	0
0.76296234	9.506007	gene_397319	0
-0.094396226	10.120357	ink4	0
0.38327864	13.885976	3,308	0
4.280227	10.298286	jaf	0
-0.10729542	11.192501	7sk	0
0.44034657	10.809124	chemical_mesh_c008664	0
1.042085	12.667595	pcha	0
3.02056	9.875257	primitive	0
2.0266647	14.121472	motta	0
2.475996	8.81204	oligosymptomatic	0
1.4886073	11.072085	m2ap	0
4.3125925	10.77792	africa	0
-1.4601359	10.247395	hypohalous	0
3.5155554	13.0024605	impax	0
3.0153003	13.086038	uhlhaas	0
0.35473338	10.398058	e4c	0
4.0260687	11.031078	neyman	0
1.625334	14.080812	nhuc	0
-1.2236028	13.613558	1%-15	0
1.7166853	10.731319	pfmsp1	0
-1.3023571	12.534955	or=5.8	0
0.9581621	10.297696	syringin	0
0.7256524	10.219814	sind-	0
2.6983118	13.283811	koshigaya	0
2.640517	11.372665	aeq	0
1.2185344	12.439488	abcc4	0
1.8026638	12.496523	pbad34	0
1.7036963	11.916199	wdah	0
3.2405689	11.866582	kissei	0
1.4680511	10.330732	villosa	0
3.0176244	12.292262	masan	0
1.7232939	11.451023	261600	0
0.19295652	13.181035	glu304	0
-1.0322987	11.383108	chcho	0
-0.18344498	10.118638	trhb	0
1.6796368	8.996419	macrocarrier	0
-0.6655717	13.42301	255.5	0
3.5077107	8.821485	catatonic	0
1.5248395	10.100634	gene_107463	0
0.14305949	10.52958	gene_9373	0
0.5079081	11.474655	nap-1	0
0.32588828	12.056228	-contained	0
0.25974575	12.760208	ser1181	0
-0.056860417	14.220725	1,309	0
0.3065943	9.817229	disease_mesh_c564253	0
2.7872932	13.207223	injudiciously	0
1.3773465	12.584027	asn341	0
0.9598015	13.494774	3,138	0
0.3900818	9.143041	mmic	0
3.7596197	11.613826	r.c.	0
2.78378	9.042652	cryptorchid	0
2.3223283	12.418827	microadenomas	0
-0.9073574	12.895657	70.28	0
-0.31341475	12.442401	ser131	0
1.401044	13.124712	plvd	0
2.9311032	10.800498	species_53485	0
1.4515871	14.203913	postresponse	0
4.6186333	10.901517	encyclopaedia	0
1.0317569	11.081966	fgin-1	0
5.0119653	10.548664	1953	0
2.3421695	8.966116	ulte4	0
0.88947177	11.608969	parde2	0
1.9153866	14.24396	7aad+	0
1.7598248	11.669771	periimplantation	0
1.022535	11.035778	umol	0
4.4563994	9.5602665	craft	0
2.3607333	13.453408	latosol	0
-0.011211735	11.284627	species_28039	0
2.0542119	12.54009	endocardiosis	0
3.9193678	10.633332	excavating	0
3.6203103	9.697789	decontextualized	0
2.4160097	10.105626	gene_76007	0
3.0783606	11.464462	mvista	0
2.6886756	13.172443	elmslie	0
2.6611934	13.303657	subjectivism	0
0.5366997	9.7787285	gene_51752	0
2.5555983	13.140832	i(l	0
1.9748617	13.937691	neodynium	0
-0.02820116	9.255978	gene_395442	0
2.7066927	9.060971	unaided	0
2.7138255	10.7260475	whippet	0
2.9712667	12.175477	adf	0
-1.2386907	13.082243	79.70	0
2.6118739	13.5903845	muricin	0
1.3526031	12.984384	siggaard	0
4.119726	9.8581295	web-	0
2.6049833	11.5351515	species_150597	0
4.5956593	9.91877	trafalgar	0
1.7251606	12.010054	moc1	0
3.9327674	12.297388	traumatisme	0
1.7461064	13.674663	hit(s	0
0.7416469	10.998612	mppg	0
4.0781775	8.782386	amnesia	0
-0.73695225	10.134993	proanthocyanidin	0
-0.006079142	12.382048	100/	0
0.90632266	11.4879	mitochrondrial	0
0.96862376	9.2250395	chemical_mesh_d000068900	0
0.10413497	13.474364	s102	0
0.7620998	12.344614	xreal	0
3.006779	11.984432	mssim	0
1.2414253	13.263229	gpcr)-mediate	0
2.9185455	13.082205	ayude	0
1.7112043	12.806888	jlp	0
2.6708791	13.55471	globiom	0
-0.7069546	12.3963785	df=5	0
1.9078611	13.709792	nondiluted	0
2.9862711	10.671744	midd	0
0.37727454	14.056036	6814	0
1.4815912	13.453799	j=7.7	0
1.7532659	10.355911	eglob	0
2.045572	12.425145	defm	0
2.4619665	8.515308	smh	0
2.3407142	12.218464	auripuncture	0
1.7698646	10.417689	shirota	0
0.7363097	13.677589	hm-20	0
2.0739155	13.940861	motegi	0
6.002552	5.847081	bb80	0
0.118996315	9.784347	gene_100314006	0
3.1822324	12.467309	zhumadian	0
0.1416849	13.779525	7.2x10	0
2.0032775	12.39335	d2cc	0
1.2906269	11.269641	exon	0
0.02534248	11.051802	-plcbeta	0
0.87981254	12.67062	kappak	0
1.3605983	9.573675	nt-020	0
4.2508283	11.8591175	gerrit	0
0.6679065	12.031835	bikunin	0
2.5650606	10.24597	pesticides	0
1.5491498	13.528836	3,915	0
-1.4974676	10.57217	demetalate	0
2.3197548	9.567585	species_64391	0
2.3120804	11.453603	0.1006	0
4.7049885	10.025637	interpersonally	0
0.9661587	11.509065	gene_28379720	0
0.62410516	9.403199	gene_396186	0
4.3308916	9.759215	pertinence	0
15.702058	5.4214187	bukavu	0
-0.15017813	13.622814	420	0
0.8808762	12.92081	trials.gov	0
3.1486478	12.464653	athr	0
2.6310863	13.641151	p89	0
3.2660854	12.800922	bonga	0
-0.558754	13.517944	0025	0
-1.1599392	12.708269	+0.23	0
2.973117	10.8971405	beamsplitter	0
2.200802	10.898958	l(gamma	0
-1.1959562	13.199257	18.46	0
12.853671	3.1466668	p=0.0261	0
1.376417	11.729939	pcambia1305.1	0
0.3484852	12.688506	d62	0
0.07675528	12.839045	~112	0
3.8236744	10.239745	alexithymia	0
1.8266717	11.879032	species_640635	0
3.8346589	10.311809	2sx	0
2.4880397	9.065465	side	0
-1.216314	13.349841	4%-15	0
2.5598698	12.537102	wixte	0
0.46698484	9.74628	e8i	0
-0.8918794	11.385647	13c,15n	0
0.84346724	12.505707	gene_3354	0
1.78306	11.305064	urabe	0
2.2548552	13.040623	http://robetta.bakerlab.org	0
-0.28089887	10.178032	notch2	0
1.747007	10.37617	achillea	0
4.1405935	10.504364	registrar	0
1.9078499	12.578073	macronet	0
3.5699682	11.802535	mroczek	0
4.6331077	10.379717	shiite	0
2.6295786	14.023597	philadephia	0
1.6051769	10.504643	dcqd	0
2.2934651	14.252524	cmuh	0
4.8508534	9.669514	magical	0
0.035960503	10.759111	rfah	0
-0.7488956	10.976991	deb	0
1.421687	9.736751	gene_25814	0
1.9092246	13.39537	6506	0
-1.1199219	11.444818	ph=6.0	0
3.1716	12.974937	egelman	0
-0.05026109	10.019862	mmr	0
1.643261	11.81915	rpl39	0
-0.51547176	10.603474	chemical_mesh_d005977	0
-0.22882237	14.368636	1,638	0
2.2380178	13.867935	irradiated-	0
1.6532645	9.837798	cellulolytic	0
1.7345021	9.814272	antiinfective	0
0.69067144	10.71437	gene_13424	0
-1.4147941	13.284032	22/49	0
0.8586534	12.393617	v94	0
1.7026638	10.765597	gene_508629	0
2.4449382	8.72439	intraatrial	0
-0.4549499	10.678788	ch3hg+	0
3.6687882	12.211642	bretherton	0
0.15915973	10.398472	isop	0
0.5919873	13.466523	-.037	0
2.8740401	11.084789	http://rdp.cme.msu.edu/	0
2.418393	9.11308	plug	0
4.5822306	11.783245	liang	0
-1.8421295	12.978617	17.11	0
-1.8611903	13.309212	9/41	0
1.1121259	12.550329	h526y	0
2.00035	14.045436	laaos	0
1.5114135	12.603355	prewarm	0
2.7382526	10.896482	bryopsis	0
0.79783577	12.985011	t71	0
-1.0394605	10.974394	lauryl	0
1.517158	13.111253	h1alpha67	0
4.810342	10.466457	finitude	0
0.6706671	11.926072	t;rs#_4673	0
-0.20735843	13.811326	4526	0
1.7558116	11.094392	phenotypes	0
-0.6226856	10.934501	mn(4	0
0.2698415	10.825302	gene_53312	0
2.4656835	11.706472	species_55104	0
1.8211222	12.489259	subb	0
1.5971513	13.203241	tmtu	0
-0.035868876	11.657999	snp_rs1426654	0
1.5300314	11.814592	chitosanolytic	0
-0.21830113	9.301045	chemical_mesh_c000629066	0
1.6667701	13.913802	joypad	0
3.4272578	12.86791	salehi	0
0.4566111	9.325166	gene_11670	0
0.3326468	11.688698	g13	0
0.11364475	9.806922	gene_83999;79412	0
0.18828817	9.779503	disease_omim_614882	0
-1.3283902	11.195511	172.24	0
4.8821883	11.429736	headquarter	0
-0.97031003	9.904646	chemical_mesh_c008375	0
1.1784426	10.879746	rvacv	0
0.11402005	9.670638	gene_42059	0
2.6286316	13.951378	postaddition	0
1.7224016	12.333198	turbodnase	0
3.2616947	12.161124	pela	0
-2.3098025	13.459615	27.6	0
-1.5774629	10.289386	methyl-7,8	0
-0.6190607	12.643925	0.341	0
-1.9884416	12.018368	116.4	0
1.0037283	11.291525	cldm	0
0.8736651	10.26079	hyperglucagonemia	0
4.360923	11.742136	lucian	0
0.55496174	11.230099	nullizygosity	0
1.5154133	9.800456	chemical_mesh_c009999	0
1.258078	12.286114	w574l	0
0.034533203	13.858747	3233	0
1.7221186	13.720259	y.f	0
5.0901413	11.677329	vanderweele	0
2.9587786	10.809273	redfield	0
1.365842	10.846108	coregulated	0
3.9304142	11.547256	alabama	0
2.283215	11.958714	genejammer	0
0.8543028	9.506912	gene_14405	0
3.5291014	10.289492	metafer	0
1.2871665	13.26301	falush	0
0.25516593	10.217858	tgl	0
2.786852	11.097737	mount	0
3.4284542	10.646933	species_33562	0
-0.43975154	14.375675	1286	0
2.2278745	14.032738	bertero	0
4.940576	11.326655	yurko	0
0.577403	10.021783	gene_852758	0
0.00064791995	11.454019	1b-2	0
2.5571089	9.76204	sdme	0
-0.46309832	9.165422	chemical_mesh_c016386	0
0.7955495	11.360729	cher	0
1.536692	10.233611	-adapted	0
2.565573	9.35267	verruculose	0
3.7574382	10.368629	venereology	0
2.943367	10.2688265	microsensor	0
3.7768023	11.587576	klose	0
0.708843	11.143685	gene_25511	0
0.20703645	11.76651	alpha-32p]gtp	0
2.263125	13.441886	florea	0
2.7981486	9.84317	disease_mesh_d015658	0
-0.67654806	13.470831	60.94	0
1.1990222	9.859171	ct3a	0
1.9209085	9.094572	465.3	0
2.9642553	8.962972	chloroacetonitrile	0
-1.413342	12.95293	58.09	0
1.8619194	11.037372	gene_17373266	0
4.294631	11.369519	ejido	0
1.5873872	13.236194	2,839	0
-0.21142858	11.589527	octadiynyl	0
3.802946	10.705185	al.2007	0
0.71678084	11.115881	ss-31	0
1.9659072	9.248538	subdiffraction	0
0.83841926	9.462932	hpg	0
2.5700204	11.07629	aposporous	0
-0.09146672	11.49664	adf)/cofilin	0
-1.284516	13.688563	49.03	0
3.4088125	11.272389	helenius	0
-0.076093264	9.399366	gene_387155	0
2.0236137	12.179165	mb1cre/+	0
2.4286082	10.075133	naja	0
2.8702326	12.4838085	mcsorley	0
1.818854	10.721169	8e11	0
2.591011	14.270848	garske	0
-2.2486782	12.730976	kfa	0
-0.37825638	9.722771	chemical_mesh_c064769	0
1.7620028	13.150099	immunoserological	0
-0.4524804	13.31301	replaced	0
0.9041023	9.279865	yr7	0
-0.13829479	14.514426	1,057	0
-0.6788047	10.021828	mo(iv	0
2.0606108	12.419487	immunfluorescence	0
2.7046933	13.10657	carrerai	0
3.3468845	10.392787	masslynx	0
0.36664873	11.42379	ser744	0
2.7541325	10.8913555	oxyrase	0
2.2670968	13.419882	mmed	0
0.121318266	14.230878	2339	0
3.5458317	9.931239	vemco	0
1.1734751	13.777341	met286	0
2.2959018	11.490869	atob	0
2.405434	12.419695	hypoponera	0
2.063191	8.932609	nonclassic	0
2.6274486	13.358118	metehara	0
4.4444547	12.256106	roulet	0
0.03301771	12.011271	-kinesin	0
1.2956065	9.834551	neun	0
1.5568472	13.786742	alpha4b	0
2.7598188	9.268309	disease_mesh_d003428	0
1.6023673	10.473597	alpiniae	0
2.2473578	12.659629	pael	0
2.7870793	8.860583	macrosetae	0
2.493115	12.644125	chemical_mesh_c044228	0
2.125649	14.0562315	galadriel	0
-0.73220533	9.864821	chemical_mesh_c008313	0
4.7191105	11.205404	fink	0
0.6351467	11.767223	atp7a	0
3.1177192	9.113252	nosologic	0
0.2225447	9.456834	mir-196	0
3.393408	11.412946	ahab	0
-1.4159051	10.654543	propiophenone	0
0.08770394	13.154154	gene_71566	0
1.5387796	8.7759285	sis	0
1.8794148	9.943302	species_666	0
1.1478026	10.812805	gene_259246	0
3.8726113	11.869938	albertsen	0
3.3029356	12.806003	seow	0
1.5588794	9.098272	monatomic	0
0.33731923	10.422076	ht5	0
1.4168202	13.042836	ing2	0
-0.35852998	12.469263	p>.05	0
1.3628206	8.140719	joint-	0
-1.7111377	13.532055	51.77	0
2.2509384	11.62634	oshima	0
2.106303	13.149265	niederkorn	0
2.87049	10.40922	strata	0
-1.5972424	10.253285	vinyllithium	0
0.3494988	11.711502	gene_199786	0
0.4489685	9.257969	sarcomerogenesis	0
4.506449	9.785705	stalker	0
2.495235	11.795967	hammertoe	0
1.5524358	11.806815	orpm	0
2.0275319	9.750383	4fr	0
-1.0965331	12.33123	mlow	0
1.3617517	13.170101	telomerase-	0
-0.5439661	11.711232	bis-5	0
-1.555468	13.406935	23.19	0
0.7301991	13.605984	psod	0
0.53979146	10.931067	txnpx	0
2.043585	11.526291	gene_360464	0
2.2089329	12.635536	ptras	0
4.4629307	9.79074	agnosticism	0
2.51226	10.177194	selenomona	0
0.9382771	13.854276	54.07	0
-1.3672831	10.704271	aminopropyl)-4	0
4.5699105	11.843832	geck	0
2.8404076	9.965773	alef	0
0.35274047	10.803436	gene_22240	0
2.4079194	13.535804	tpos	0
0.45413473	9.785938	ggs	0
2.9948192	10.864076	kdc	0
1.6456746	14.396105	sc8	0
1.5764693	13.702749	plai	0
0.10851644	10.156165	gene_10670	0
1.9914753	13.255821	60x/1.40	0
2.7554622	10.784798	conceptional	0
2.0246255	14.2846155	4,026	0
1.7502942	10.475979	immunolabelling	0
1.5998071	14.146904	asn153	0
2.2563374	10.704795	kaede	0
0.28534523	10.322251	gene_403733	0
0.74744165	12.369772	p{ry[+t7.2	0
1.5494299	10.1672735	larval-	0
2.9646938	7.931192	extraforaminal	0
3.0686488	8.434432	sesamoidean	0
1.6218741	9.88009	species_150120	0
0.5121274	13.027286	gtgt	0
-0.9276222	13.3298435	20~30	0
0.87111944	12.021673	0.5mug	0
0.49828184	10.761271	scc-15	0
0.98673815	12.057815	krebs-	0
1.7883208	9.060151	epihymenium	0
1.4625306	9.577482	anorexigenic	0
3.5182931	11.021017	kannada	0
4.386594	12.703948	dificil	0
2.4662044	14.000082	mvfs	0
1.3685702	8.3181925	disease_mesh_d010212	0
-0.8890357	10.200433	peroxide	0
1.1371956	10.98721	exe	0
0.31740323	13.623839	117,000	0
-0.75965255	14.044025	4126	0
3.069033	13.219704	asistenciale	0
2.8822646	11.354769	pulchricorni	0
0.49035782	12.676807	rna<50	0
2.1276836	13.605088	nagalase	0
2.6228986	9.930065	shading	0
1.9933512	10.458265	wlt	0
1.9590166	10.378261	species_319	0
2.6113079	10.900499	tesseral	0
-0.12663239	9.660778	chemical_mesh_d002712	0
0.45697668	12.679477	phe159	0
3.048859	9.77115	baseband	0
2.3201306	10.287998	calyptra	0
2.0771384	10.540024	species_1127	0
2.7317314	13.821077	ahcc	0
1.2627628	12.348616	rhapbad	0
4.4347396	10.908416	senpe	0
-0.5386844	13.608719	~6,000	0
1.4033644	10.50588	temsirolimus	0
-0.41078496	10.961678	gene_5451	0
4.080342	11.907196	duck-	0
0.24866104	11.620525	chemical_mesh_d002019	0
4.5615554	11.814146	voy	0
3.160174	11.97506	diop	0
-0.2251143	11.12397	biphosphate	0
2.8212473	8.928818	dubnoff	0
-2.0395803	13.467464	2,672	0
1.9987398	7.9351664	b500	0
1.1427208	11.067142	chemical_mesh_c031534	0
0.97181964	13.750146	67.47	0
3.451406	9.928813	aposematism	0
3.1437676	11.149648	vevo	0
0.18327606	10.247297	lcfos	0
1.2312044	13.38559	0.0883	0
2.9056463	9.50929	litterbag	0
0.085311726	11.347267	mdm2	0
-0.15185462	10.654541	unwound	0
3.6679053	13.532467	walraven	0
3.271394	11.317819	uniparc	0
3.2946012	11.04008	lumicycle	0
1.7802069	12.189173	aapt	0
-1.5572121	10.762281	alkoxyalkyl	0
2.1067162	8.7397375	disease_mesh_d010534	0
2.4462476	10.901655	geobacillus	0
-1.0705667	12.75982	24.24	0
-1.3974012	10.094029	dissymmetric	0
3.5543559	9.728907	sake	0
0.39631417	14.304014	2661	0
0.846943	13.151507	v155	0
1.8022642	9.316478	pulping	0
-0.7726748	11.257685	deoxyxylulose	0
4.285346	11.467098	brackett	0
0.8729681	9.678575	chemical_mesh_c439385	0
2.5677042	11.890872	sleepers	0
3.4017334	10.050127	intranidal	0
-0.45516378	13.833232	44.30	0
0.5542911	10.739709	h3n8	0
2.0802984	11.141463	f'i	0
0.3784186	12.937395	3,851	0
-1.7686658	12.105481	37.69	0
3.1360445	10.861533	soay	0
0.9879572	13.164775	119.14	0
1.3419741	12.991833	gene_3077579	0
1.0294598	12.426456	m-10	0
3.7692227	10.26182	lockport	0
3.264033	12.5679455	vanier	0
1.3775222	9.934223	technegas	0
0.040218476	12.70821	arg217	0
1.9892038	9.721206	cellline_cvcl_3581	0
1.738245	8.991979	balt	0
3.7168038	9.507745	impose	0
-1.0762742	12.509112	t(31	0
-0.55353016	13.059	-5.49	0
2.0584476	10.437559	species_212056	0
1.8348975	9.154011	jennette	0
4.5023603	9.435669	interlude	0
1.3549502	12.448394	chemical_mesh_c502486	0
-1.1676254	10.375735	tetrazolate	0
1.7538252	14.085456	m=10	0
0.8298215	9.719017	gene_815907	0
2.2067976	9.463114	0.1v	0
0.3873355	12.373468	dnamutation_m.3460g	0
4.988104	10.844529	lleras	0
2.5882864	9.392696	vitex	0
2.4891143	8.899938	imad	0
-0.5284323	10.88337	carboxy-3	0
2.2861211	13.580656	gene_374403	0
0.39575186	9.735642	ndj1delta	0
-1.3203152	10.571742	5,10	0
1.9120919	13.134751	lencois	0
-0.087620236	10.464337	gene_692195	0
-1.1543623	13.021204	persaf	0
12.2424345	5.8228707	yshcn	0
2.1747012	12.799911	yfplow	0
4.4065876	11.755801	herron	0
-0.21749148	12.067052	chemical_mesh_c492094	0
4.0851245	11.227227	komen	0
3.2570229	10.649501	homoplasie	0
2.6076174	13.03384	yongtai	0
0.16129409	9.595055	chemical_mesh_d002087	0
1.6584954	8.730056	ribbon	0
-0.3357273	12.598111	128.34	0
0.09659104	10.786325	glutamylcysteine	0
2.5149713	13.362889	wxml	0
3.8992188	12.051551	lebensqualitat	0
2.915143	10.375957	lymnaea	0
0.2287905	10.996721	-depending	0
2.8840537	10.839881	dsisd	0
0.6293753	12.290077	-589	0
1.2570282	10.993821	alphao	0
2.7205496	10.779819	deltaproteobacteria	0
-1.5414032	9.731805	silylation	0
1.6751988	11.21222	icrt	0
0.27597067	11.782872	nh4oac	0
-0.9019114	13.2650795	15h	0
3.8732648	10.556221	palaeoenvironmental	0
1.6843847	13.856846	arabinosylation	0
-0.11849739	13.619518	39.82	0
-0.53815645	11.297127	chemical_mesh_c051942	0
1.8515854	10.541705	helixone	0
2.6377535	8.874365	pinch	0
-1.5796704	13.624466	32.82	0
2.1903353	13.579355	17/*17	0
1.8710243	12.903991	cellwall	0
1.7895904	11.159311	retrocopy	0
-0.088327646	10.421681	chemical_mesh_c100182	0
3.4893541	12.063212	vasko	0
0.2558834	9.248629	gene_64930	0
-0.3961554	12.728469	arg265	0
3.754085	10.817538	availble	0
-0.6686045	11.705143	n'-methylenebis	0
2.0061123	13.547768	ornithomimosaur	0
0.6872623	10.262966	cita	0
3.2653615	9.690533	ceed	0
3.5417984	11.528431	kodak	0
4.3113046	9.78998	emotional	0
2.8443732	10.572436	kvp	0
0.24258313	13.111441	56.20	0
4.0728674	10.070672	pastoralism	0
0.056540556	10.703784	gene_9159	0
4.6192336	9.8090315	literary	0
0.09955589	10.1908	deltapip	0
3.7458196	10.531835	utermohl	0
1.8220897	13.605657	switchpoint	0
1.93551	12.850311	scotto	0
1.7008302	9.872744	jvd	0
3.1355119	9.664188	fibration	0
-1.3012393	10.522661	chemical_mesh_c553737	0
2.6395495	12.201365	tet(c	0
0.8937442	12.720707	chemical_mesh_c105620	0
0.9816034	10.342419	pycs	0
-0.7272712	10.25522	hexaphosphate	0
0.6473762	9.133223	phenylephrine	0
2.2229521	11.786821	microbacteriaceae	0
4.2427936	11.908936	gopnik	0
3.827648	11.584811	komi	0
2.2362037	10.7520075	snvs	0
0.12707432	10.635564	chemical_mesh_c528731	0
1.8690376	10.829642	mche	0
2.3880324	13.7396965	-0.363	0
4.0092983	11.513037	tiantan	0
2.7468686	13.695439	nikolopoulou	0
2.5528986	13.463795	gill-	0
2.314697	7.7068295	motogen	0
1.9903991	10.116225	expressing	0
0.08508746	9.8231	naphthenate	0
2.211647	13.539606	neil1	0
1.470301	13.379953	megagauss	0
4.1087365	10.269721	manas	0
3.9494836	9.364353	hysteria	0
-0.66210514	11.952326	0.207	0
2.473236	12.28175	overconstraine	0
0.32746843	12.2487955	/dmem	0
-1.032453	12.029933	or=0.60	0
4.047742	10.832434	promis	0
0.87021124	12.332739	d73a	0
-0.11565447	14.462053	1133	0
3.1306746	10.402559	geometrid	0
1.7043301	9.345311	disease_mesh_d006457	0
0.97999954	12.9332075	nm_008084	0
0.019930959	11.156022	/ikappab	0
0.6240386	12.40782	glu1	0
1.751231	10.176124	bistratifie	0
1.7284495	12.867416	microlon	0
-1.6998016	10.553902	chlorouracil	0
1.0572737	13.179482	am-10	0
4.325605	10.294327	bisexuality	0
-1.0646579	9.590291	chemical_mesh_d003998	0
1.4822534	11.20867	lsrb	0
1.864712	9.263275	rhd	0
2.2859757	8.343638	saccate	0
1.1835382	13.469664	thr/	0
2.3575196	9.578509	hygroreceptive	0
3.8505158	10.226144	species_62698	0
-0.5841171	11.198929	halichondrin	0
3.798147	10.66448	paleobiology	0
-1.4137006	10.493539	chemical_mesh_c015699	0
3.9012764	12.056659	celibataire	0
-1.0939449	10.470149	2,3,6	0
1.9603375	9.657331	cd152	0
3.8941135	12.170455	2c	0
4.0450625	9.092874	mongering	0
3.0795596	9.225585	neurofunctional	0
-1.4179505	11.242564	ketonitrile	0
2.977834	8.04378	fasciectomy	0
0.7914451	10.93623	gene_102747	0
2.6883595	13.901215	familiale	0
2.1248686	12.738113	croghan	0
0.4599709	13.076251	arg179	0
-0.7398055	12.197196	0.758	0
2.4184868	11.779725	bihorac	0
4.280844	12.465473	mehrere	0
-0.16437328	12.29061	fig.2c	0
3.3862503	10.463436	lophiiforme	0
2.5978785	10.209303	mmy	0
5.485615	12.507554	-subtypes	0
1.3377931	10.623949	dextromethorphan	0
4.296769	10.9485855	whomever	0
0.8746571	10.334944	chemical_mesh_c025583	0
1.361448	8.595581	suprabasal	0
4.6141706	10.989852	szathmary	0
0.7978492	8.937803	chemical_mesh_c077199	0
4.608892	10.369467	greek	0
4.457355	11.711318	voorhis	0
1.0493925	10.720858	ultram	0
-0.005440859	10.132047	gene_405770	0
0.3548728	9.33342	noninternalize	0
0.9926022	12.0862255	l432	0
0.64113593	10.05699	mphi	0
1.2428658	10.672022	pstat	0
2.100496	11.829088	antivaccine	0
2.2120647	10.386193	feebly	0
4.104173	11.147391	hyperendemic	0
-1.054867	12.618766	1.344	0
-0.49683353	12.437709	p<.002	0
2.0799072	8.402656	supraduction	0
2.3706093	13.92372	waern	0
0.9830689	10.604793	gene_6309	0
2.3566158	13.856669	basee	0
1.0448905	9.914301	nestin+	0
-1.5859723	10.220453	auric	0
3.7708023	11.713949	jude	0
-1.0739568	13.568751	58.38	0
-1.7359881	12.582636	-5.48	0
1.3307192	12.049986	lama-84	0
1.7301296	8.310689	corneocyte	0
3.0555384	12.77936	schloesing	0
0.081805505	10.24811	karlotoxin	0
0.95243025	12.318487	c550	0
2.3662417	14.079392	l'ecriture	0
2.055366	9.96569	nmi	0
-0.82747746	12.490742	sarcosyl	0
2.7158434	11.223998	carbothane	0
2.6024516	11.441096	fluorometer	0
-0.6988866	10.17351	chemical_mesh_c024822	0
2.1535373	8.710558	fibrofatty	0
3.280571	9.925277	dredge	0
0.5616257	10.639375	gclc	0
2.9452362	11.527283	newman	0
