tok	changepoint_idx	start_idx	end_idx	value
2018/19	2019-2020	2018-2019	2019-2020	-33.15148520910627
2019	2018-2019	2016-2017	2018-2019	28.368736689506147
2019	2019-2020	2018-2019	2019-2020	-23.945765180026832
2020	2019-2020	2018-2019	2019-2020	22.63524366782052
20\.49	2019-2020	2018-2019	2019-2020	-11.08725160222161
2105	2013-2014	2011-2012	2013-2014	15.849293165066591
2105	2014-2015	2013-2014	2014-2015	-16.256782706331226
211at	2014-2015	2013-2014	2014-2015	12.772708534277085
211at	2015-2016	2014-2015	2015-2016	-12.591454342263344
211at	2016-2017	2015-2016	2016-2017	11.2909290451503
2164	2012-2013	2011-2012	2012-2013	13.481067847271659
2164	2014-2015	2012-2013	2014-2015	-14.263255940242475
21st	2001-2002	2000-2001	2001-2002	-11.187826542048636
2288	2013-2014	2012-2013	2013-2014	18.563012771668205
2288	2014-2015	2013-2014	2014-2015	-18.250934233962386
24,25\(oh\)2d3	2016-2017	2015-2016	2016-2017	11.483965121196993
25k	2015-2016	2014-2015	2015-2016	17.741386383559757
25k	2016-2017	2015-2016	2016-2017	-17.94965231224611
2\-specific	2014-2015	2013-2014	2014-2015	15.147161661567113
2\-specific	2015-2016	2014-2015	2015-2016	-15.680212376228438
2\.3\.2\.1c	2018-2019	2017-2018	2018-2019	18.71623022637423
2\.3\.2\.1c	2019-2020	2018-2019	2019-2020	-18.3446192934206
2\.5th\-97\.5th	2016-2017	2015-2016	2016-2017	11.434500590788115
2\.5th\-97\.5th	2017-2018	2016-2017	2017-2018	-11.542986436464396
2d	2002-2003	2001-2002	2002-2003	11.16132310477538
3'\-o	2018-2019	2017-2018	2018-2019	20.694947649742
3'\-o	2019-2020	2018-2019	2019-2020	-20.630268497802124
3/36	2019-2020	2018-2019	2019-2020	-11.077445376278543
320\-slice	2013-2014	2012-2013	2013-2014	13.376170979042605
320\-slice	2014-2015	2013-2014	2014-2015	-12.265066618909028
3\-m	2018-2019	2017-2018	2018-2019	13.52717820259395
3\-m	2019-2020	2018-2019	2019-2020	-12.447154009027612
3\-nitro	2016-2017	2015-2016	2016-2017	11.185507423898377
3\-nitro	2017-2018	2016-2017	2017-2018	-11.598631943045026
3\-nt	2007-2008	2006-2007	2007-2008	-13.279549911192309
3p\.1	2019-2020	2018-2019	2019-2020	17.302765745494106
3v	2019-2020	2018-2019	2019-2020	16.9340099737184
403	2007-2008	2006-2007	2007-2008	13.047818169678083
403	2008-2009	2007-2008	2008-2009	-12.545208107092606
40\-hz	2017-2018	2016-2017	2017-2018	15.031231214500986
40\-hz	2018-2019	2017-2018	2018-2019	-13.799911105156568
40\.84	2018-2019	2017-2018	2018-2019	-11.065314164396755
41bb	2019-2020	2018-2019	2019-2020	25.319102419211134
4\-oxo	2008-2009	2007-2008	2008-2009	12.922378114027731
4\-oxo	2009-2010	2008-2009	2009-2010	-13.441991331054263
4hr	2018-2019	2017-2018	2018-2019	21.904961710657243
4hr	2019-2020	2018-2019	2019-2020	-20.998756819261448
5'\-untranslated	2004-2005	2003-2004	2004-2005	13.930283274550444
5'\-untranslated	2005-2006	2004-2005	2005-2006	-13.469787938395681
5alpha	2002-2003	2001-2002	2002-2003	11.034548260494851
5lo	2019-2020	2018-2019	2019-2020	17.319894571496214
60ml/	2014-2015	2013-2014	2014-2015	17.93276906233768
60ml/	2015-2016	2014-2015	2015-2016	-17.990625258573658
661w	2014-2015	2013-2014	2014-2015	21.76844498322722
661w	2015-2016	2014-2015	2015-2016	-21.333540261482963
67ga	2011-2012	2010-2011	2011-2012	16.127824095011256
67ga	2012-2013	2011-2012	2013-2014	-15.596266616014276
67ga	2016-2017	2015-2016	2016-2017	17.752313494460466
67ga	2017-2018	2016-2017	2017-2018	-17.898044043037494
69\.41	2019-2020	2018-2019	2019-2020	12.297621070844563
6\-gingerol	2011-2012	2010-2011	2011-2012	17.491412518046435
6\-gingerol	2012-2013	2011-2012	2012-2013	-17.460277433551713
6\-gingerol	2014-2015	2013-2014	2014-2015	25.690041493506158
6\-gingerol	2015-2016	2014-2015	2015-2016	-25.575903446429624
6mw	2011-2012	2010-2011	2011-2012	23.942288106872024
6mw	2012-2013	2011-2012	2012-2013	-23.631711354999975
6mw	2015-2016	2014-2015	2015-2016	12.62551116659128
6mw	2016-2017	2015-2016	2016-2017	-11.936486445220694
85a	2010-2011	2009-2010	2010-2011	12.59634766915386
85a	2011-2012	2010-2011	2011-2012	-11.904900805574098
86	2001-2002	2000-2001	2001-2002	11.861290784115498
86	2003-2004	2001-2002	2003-2004	-11.743653389437736
8\-	2007-2008	2006-2007	2007-2008	14.886198843040761
8\-	2008-2009	2007-2008	2008-2009	-14.254753766930317
8\-gene	2018-2019	2017-2018	2018-2019	11.27041173356862
8\-gene	2019-2020	2018-2019	2019-2020	-11.209324659543304
8\-isoprostaglandin	2019-2020	2018-2019	2019-2020	11.895826492744648
8\-isoprostane	2007-2008	2006-2007	2007-2008	-12.201102657124242
9027	2018-2019	2017-2018	2018-2019	12.021576598652459
9027	2019-2020	2018-2019	2019-2020	-11.345448475640744
95\.33	2019-2020	2018-2019	2019-2020	18.436007765605055
95ci	2011-2012	2010-2011	2011-2012	15.579664594792705
95ci	2012-2013	2011-2012	2012-2013	-14.685453087943056
\ \ \ \ \ 	2005-2006	2002-2003	2005-2006	17.310107919005656
\ \ \ \ \ 	2006-2007	2005-2006	2006-2007	-17.02506865869221
\ \ \ \ \ \ \ \ 	2009-2010	2008-2009	2009-2010	21.99254697658298
\ \ \ \ \ \ \ \ 	2010-2011	2009-2010	2010-2011	-22.63361275139043
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ 	2006-2007	2005-2006	2006-2007	13.248036687421461
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ 	2007-2008	2006-2007	2008-2009	-15.520496859523004
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ 	2009-2010	2008-2009	2010-2011	-17.414202355035137
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ 	2010-2011	2009-2010	2010-2011	-26.852913963674922
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ 	2011-2012	2009-2010	2011-2012	-13.54405796538067
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ 	2009-2010	2008-2009	2009-2010	14.335914681091591
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ 	2010-2011	2009-2010	2010-2011	-13.621638491539928
\-0\.008	2010-2011	2009-2010	2010-2011	11.26784431441978
\-0\.008	2011-2012	2010-2011	2011-2012	-11.40944097445056
\-1007	2017-2018	2016-2017	2017-2018	-11.936404105093212
\-183	2012-2013	2010-2011	2012-2013	12.062528051346662
\-183	2013-2014	2012-2013	2013-2014	-11.827752130985004
\-199a	2011-2012	2010-2011	2011-2012	12.542246942402139
\-199a	2012-2013	2011-2012	2012-2013	-11.651416017773954
\-200a	2018-2019	2017-2018	2018-2019	13.157587772092821
\-200a	2019-2020	2018-2019	2019-2020	-12.90538376678947
\-2012	2013-2014	2012-2013	2013-2014	-12.802871932136691
\-203a\-3p	2017-2018	2016-2017	2017-2018	-12.838136578067456
\-2\]propsa	2011-2012	2010-2011	2011-2012	11.043793732842314
\-338	2011-2012	2010-2011	2011-2012	14.269837268205068
\-338	2012-2013	2011-2012	2012-2013	-14.041067591628781
\-582	2018-2019	2016-2017	2018-2019	13.533965173874781
\-582	2019-2020	2018-2019	2019-2020	-13.758108441703095
\-592c	2014-2015	2013-2014	2014-2015	13.139072258554974
\-592c	2015-2016	2014-2015	2016-2017	-13.409498866541579
\-720	2014-2015	2013-2014	2014-2015	18.641153654581558
\-720	2015-2016	2014-2015	2017-2018	-18.8566632796549
\-agnps	2017-2018	2016-2017	2017-2018	21.862381829350145
\-agnps	2018-2019	2017-2018	2018-2019	-21.61736053522814
\-ai	2019-2020	2018-2019	2019-2020	39.17838932137527
\-ala	2014-2015	2013-2014	2014-2015	-11.035686598529727
\-block	2017-2018	2016-2017	2017-2018	12.107631402549963
\-block	2018-2019	2017-2018	2018-2019	-11.340850202530964
\-care	2008-2009	2007-2008	2008-2009	13.12489071866952
\-care	2009-2010	2008-2009	2009-2010	-13.220154713235676
\-evs	2016-2017	2015-2016	2016-2017	13.213336205933913
\-evs	2018-2019	2016-2017	2019-2020	-13.092800399706976
\-hla	2017-2018	2016-2017	2017-2018	20.55177374258882
\-hla	2018-2019	2017-2018	2018-2019	-20.07824179541642
\-hydrogel	2010-2011	2009-2010	2010-2011	-12.84191902879701
\-ipsc	2015-2016	2014-2015	2015-2016	13.406108429221401
\-ipsc	2016-2017	2015-2016	2016-2017	-13.176459256162515
\-nh3	2016-2017	2015-2016	2016-2017	11.604829255748992
\-nh3	2017-2018	2016-2017	2017-2018	-11.945236521728523
\-rm	2018-2019	2017-2018	2018-2019	-12.951448233585943
\-speller	2018-2019	2017-2018	2018-2019	16.400088216744248
\-speller	2019-2020	2018-2019	2019-2020	-17.011111878703392
\-tlif	2019-2020	2018-2019	2019-2020	11.502755367730247
a1b	2019-2020	2018-2019	2019-2020	12.016945972574222
a33	2019-2020	2018-2019	2019-2020	16.50901412306701
a3s	2015-2016	2014-2015	2015-2016	11.844524264269314
a\-485	2018-2019	2017-2018	2018-2019	11.262835258189492
a\-485	2019-2020	2018-2019	2019-2020	-11.286196359736625
a\._aegypti	2008-2009	2007-2008	2008-2009	11.659048558626948
a\._aegypti	2009-2010	2008-2009	2009-2010	-11.655148448523786
a\._duranensis	2012-2013	2011-2012	2012-2013	-11.400595923751023
a\._indica	2010-2011	2009-2010	2010-2011	17.286971414322977
a\._indica	2011-2012	2010-2011	2011-2012	-16.407164700356066
a\._marginale	2008-2009	2007-2008	2008-2009	14.807773420588697
a\._marginale	2009-2010	2008-2009	2009-2010	-15.012377145998345
a\._phagocytophilum	2008-2009	2007-2008	2008-2009	11.213160167435854
a\._phagocytophilum	2010-2011	2008-2009	2010-2011	-11.534644841979539
a_27	2019-2020	2016-2017	2019-2020	19.14813728267834
aa/	2012-2013	2011-2012	2012-2013	12.406444020057219
aa/	2013-2014	2012-2013	2013-2014	-11.972037980029814
aass	2012-2013	2011-2012	2012-2013	22.37440883684536
aass	2013-2014	2012-2013	2013-2014	-21.869013876973717
aav1	2015-2016	2014-2015	2015-2016	11.816469085906412
aav1	2016-2017	2015-2016	2016-2017	-11.287663543851414
abcc6	2016-2017	2015-2016	2016-2017	66.09780133796738
abcc6	2017-2018	2016-2017	2017-2018	-65.33557697994486
abcde	2011-2012	2010-2011	2011-2012	16.785366155380757
abcde	2012-2013	2011-2012	2013-2014	-17.42772012280479
abeta	2001-2002	2000-2001	2001-2002	13.287437475204896
abeta	2002-2003	2001-2002	2002-2003	-13.336370236973236
abi	2004-2005	2003-2004	2004-2005	16.17252359694051
abi	2005-2006	2004-2005	2005-2006	-14.96414148726258
abi2	2010-2011	2009-2010	2010-2011	11.864474239934827
abi2	2011-2012	2010-2011	2011-2012	-12.329194484024292
abmr	2015-2016	2014-2015	2015-2016	20.23936099458869
abmr	2016-2017	2015-2016	2016-2017	-19.363630515483838
abruption	2007-2008	2006-2007	2007-2008	20.216555899344314
abruption	2008-2009	2007-2008	2008-2009	-19.80545225921105
abw	2016-2017	2015-2016	2016-2017	27.742119811132504
abw	2017-2018	2016-2017	2017-2018	-26.298292137298755
acads	2010-2011	2009-2010	2010-2011	12.175075149854765
acads	2011-2012	2010-2011	2012-2013	-11.941530366136202
acbp	2013-2014	2012-2013	2013-2014	18.522091576424167
acbp	2014-2015	2013-2014	2014-2015	-18.80509859863807
accelerators	2002-2003	2001-2002	2002-2003	14.166977881054251
accelerators	2003-2004	2002-2003	2003-2004	-14.997951670585868
acdf	2009-2010	2008-2009	2009-2010	15.176590573469927
acdf	2010-2011	2009-2010	2010-2011	-14.893165530807854
ace2	2019-2020	2018-2019	2019-2020	22.778177273141285
acer3	2019-2020	2018-2019	2019-2020	21.64414069280368
aces	2006-2007	2005-2006	2006-2007	14.153390532702488
aces	2007-2008	2006-2007	2007-2008	-14.329364727889729
acetylcysteine	2003-2004	2002-2003	2003-2004	11.512803491176733
acetylcysteine	2004-2005	2003-2004	2005-2006	-12.158832505879442
acms	2016-2017	2015-2016	2016-2017	12.18535952364929
acms	2017-2018	2016-2017	2017-2018	-12.093250302570862
acod1	2019-2020	2018-2019	2019-2020	13.273012784821274
aconitase	2005-2006	2004-2005	2005-2006	13.194244768984376
aconitase	2006-2007	2005-2006	2006-2007	-12.61971829311071
acpp	2011-2012	2010-2011	2011-2012	16.988897401298935
acpp	2012-2013	2011-2012	2012-2013	-16.881089522948415
acpp	2013-2014	2012-2013	2013-2014	17.106810991665895
acpp	2014-2015	2013-2014	2015-2016	-17.20057707551324
acta1	2014-2015	2013-2014	2014-2015	14.967649556494642
acta1	2015-2016	2014-2015	2015-2016	-14.388970413315711
actinidia	2014-2015	2013-2014	2014-2015	12.081655680385317
actinidia	2015-2016	2014-2015	2015-2016	-11.59714704038145
actn3	2010-2011	2009-2010	2010-2011	16.17431490376796
actn3	2011-2012	2010-2011	2011-2012	-16.607347008531608
adamts7	2018-2019	2017-2018	2018-2019	13.893483480742098
adamts7	2019-2020	2018-2019	2019-2020	-12.917208391537446
adcyap1r1	2012-2013	2011-2012	2012-2013	11.726656301910083
adcyap1r1	2013-2014	2012-2013	2013-2014	-11.87822349592019
adhd	2001-2002	2000-2001	2001-2002	22.505238431741162
adhd	2002-2003	2001-2002	2002-2003	-22.359667149757346
adjacencies	2011-2012	2010-2011	2011-2012	12.925722654195248
adjacencies	2012-2013	2011-2012	2012-2013	-12.708061908365567
adrecizumab	2019-2020	2018-2019	2019-2020	-12.18253518724917
adrenalectomy	2002-2003	2000-2001	2002-2003	20.835190743157042
adrenalectomy	2003-2004	2002-2003	2004-2005	-20.432520415235818
adrenomedullary	2015-2016	2014-2015	2015-2016	12.10526726357963
adrenomedullary	2016-2017	2015-2016	2016-2017	-11.777806576490365
adsorption	2001-2002	2000-2001	2001-2002	13.460820771714287
adsorption	2002-2003	2001-2002	2002-2003	-13.160812225372682
aed	2006-2007	2005-2006	2006-2007	17.31028023922257
aed	2007-2008	2006-2007	2007-2008	-16.70502499843285
aerolysin	2010-2011	2009-2010	2010-2011	11.801378792236061
aerolysin	2011-2012	2010-2011	2012-2013	-12.464549989958023
aff	2009-2010	2008-2009	2009-2010	14.39790523574854
aff	2010-2011	2009-2010	2010-2011	-14.509793072051314
afirma	2016-2017	2015-2016	2016-2017	12.836567026806481
afirma	2017-2018	2016-2017	2017-2018	-12.248054419527193
aft1	2017-2018	2016-2017	2017-2018	13.018522457040424
aft1	2018-2019	2017-2018	2018-2019	-12.760556794390446
agb	2008-2009	2007-2008	2008-2009	-11.5355410040525
ageing	2001-2002	2000-2001	2001-2002	15.833095970779532
ageing	2002-2003	2001-2002	2002-2003	-15.301822647387011
aglycone	2006-2007	2005-2006	2006-2007	11.468979259986742
agn	2014-2015	2013-2014	2014-2015	26.857432568480505
agn	2015-2016	2014-2015	2015-2016	-26.629168520084733
agnws	2013-2014	2012-2013	2013-2014	-11.780489781553252
ago3	2013-2014	2012-2013	2013-2014	17.407680704598945
ago3	2014-2015	2013-2014	2014-2015	-16.856646619089965
agr2	2009-2010	2008-2009	2009-2010	54.08935839379389
agr2	2010-2011	2009-2010	2010-2011	-53.916965489913636
agyw	2017-2018	2016-2017	2018-2019	-19.23363137421612
ahnak2	2016-2017	2015-2016	2016-2017	23.81277878827176
ahnak2	2017-2018	2016-2017	2017-2018	-24.146299941809183
ahsa	2018-2019	2017-2018	2018-2019	22.482332812015766
ahsa	2019-2020	2018-2019	2019-2020	-22.16507921372141
ai2	2019-2020	2018-2019	2019-2020	12.010489073144225
aih	2006-2007	2005-2006	2006-2007	15.421865773578475
aih	2007-2008	2006-2007	2007-2008	-14.666204133938425
aipl1	2011-2012	2010-2011	2011-2012	16.91823595161814
aipl1	2012-2013	2011-2012	2012-2013	-16.7957873619875
akap150	2019-2020	2018-2019	2019-2020	24.90817321360173
akap9	2013-2014	2012-2013	2013-2014	11.106220131490275
akg	2015-2016	2014-2015	2015-2016	20.552340772580116
akg	2016-2017	2015-2016	2017-2018	-20.176809126548836
akt1	2004-2005	2003-2004	2004-2005	12.483670475407209
akt1	2005-2006	2004-2005	2006-2007	-12.187374870337017
albi	2016-2017	2015-2016	2019-2020	-14.053691499348474
albiglutide	2013-2014	2012-2013	2013-2014	19.36567281087056
albiglutide	2014-2015	2013-2014	2014-2015	-18.29633905134472
albright	2015-2016	2014-2015	2015-2016	11.689415779309964
alcoholism	2004-2005	2003-2004	2004-2005	15.658778231534892
alcoholism	2005-2006	2004-2005	2006-2007	-15.261159633890301
aldh3a1	2012-2013	2011-2012	2012-2013	11.004262289144428
alfaxalone	2014-2015	2013-2014	2014-2015	16.585002853172863
alfaxalone	2015-2016	2014-2015	2016-2017	-16.577320766671818
alhiv	2016-2017	2015-2016	2016-2017	11.523553374680564
alirocumab	2014-2015	2013-2014	2014-2015	-31.38915048481203
alk\-1	2011-2012	2010-2011	2011-2012	13.518392135655942
alk\-1	2012-2013	2011-2012	2012-2013	-13.282587575661749
alk\-5	2019-2020	2018-2019	2019-2020	14.833043208251517
alkyd	2018-2019	2016-2017	2018-2019	12.02018782077754
alkyd	2019-2020	2018-2019	2019-2020	-11.351773823005184
alpha_synuclein	2017-2018	2016-2017	2017-2018	22.381919896509142
alpha_synuclein	2018-2019	2017-2018	2018-2019	-22.28966609040787
alphaklotho	2013-2014	2012-2013	2013-2014	24.39817322586655
alphaklotho	2014-2015	2013-2014	2015-2016	-24.599784566868504
altmetrics	2013-2014	2012-2013	2013-2014	-13.83148545828894
alvarado	2013-2014	2012-2013	2013-2014	12.181736346663321
alvarado	2014-2015	2013-2014	2014-2015	-11.177325281868722
alvarado	2015-2016	2014-2015	2015-2016	13.326912293891418
alvarado	2016-2017	2015-2016	2016-2017	-14.089261874032642
alvocidib	2012-2013	2011-2012	2012-2013	12.586042015668918
alvocidib	2013-2014	2012-2013	2013-2014	-12.162774344779578
alx	2009-2010	2008-2009	2009-2010	27.529909942931166
alx	2010-2011	2009-2010	2010-2011	-27.309668053724344
alyref	2014-2015	2013-2014	2014-2015	-14.8551285570699
amax	2011-2012	2010-2011	2011-2012	13.402476903671582
amax	2012-2013	2011-2012	2012-2013	-12.960433709520006
ambos	2016-2017	2015-2016	2016-2017	11.560049155543075
ambos	2017-2018	2016-2017	2017-2018	-11.201458531576883
ammonia	2001-2002	2000-2001	2005-2006	-24.367771881047734
amotl1	2015-2016	2014-2015	2015-2016	15.286482514062781
amotl1	2016-2017	2015-2016	2016-2017	-14.200396101252217
amphisomes	2015-2016	2014-2015	2015-2016	-11.600415337565314
amy1	2014-2015	2013-2014	2014-2015	11.54464342464989
amy1	2015-2016	2014-2015	2015-2016	-12.669443892699285
an\._coluzzii	2014-2015	2013-2014	2014-2015	-12.11585758887055
ana	2003-2004	2002-2003	2003-2004	11.43932740882352
ana	2004-2005	2003-2004	2004-2005	-12.140302671493094
analytes	2001-2002	2000-2001	2001-2002	11.397004618561182
analytes	2003-2004	2001-2002	2003-2004	-11.567182799949178
anam	2012-2013	2011-2012	2012-2013	11.417447529356062
anammox	2010-2011	2009-2010	2010-2011	-12.534356074758037
anatol	2016-2017	2015-2016	2016-2017	-24.154800383084215
andexanet	2016-2017	2015-2016	2016-2017	-13.920350274127124
andromeda	2019-2020	2018-2019	2019-2020	12.228876187338502
anl	2017-2018	2016-2017	2017-2018	13.523654045914174
anl	2018-2019	2017-2018	2018-2019	-12.998001805257049
anln	2014-2015	2013-2014	2014-2015	13.4592207669178
anln	2015-2016	2014-2015	2015-2016	-12.478833419109034
annelida	2008-2009	2007-2008	2008-2009	13.464925868673262
annelida	2009-2010	2008-2009	2010-2011	-13.501074707591899
anopheles	2003-2004	2002-2003	2003-2004	-11.387241868309474
anos1	2019-2020	2018-2019	2019-2020	13.642916237356081
anthem	2019-2020	2018-2019	2019-2020	11.379337317976088
anthocyanins	2004-2005	2003-2004	2005-2006	-29.004025277867644
anthropoids	2018-2019	2017-2018	2018-2019	12.958495805987761
anthropoids	2019-2020	2018-2019	2019-2020	-13.09690300558252
antilisterial	2017-2018	2016-2017	2017-2018	12.39652676420788
antilisterial	2018-2019	2017-2018	2018-2019	-12.592863809142509
antimonene	2018-2019	2017-2018	2018-2019	17.12439506016783
antimonene	2019-2020	2018-2019	2019-2020	-15.395827392765462
anxa4	2011-2012	2010-2011	2011-2012	11.46064801951819
anxa4	2012-2013	2011-2012	2012-2013	-11.156439267318913
anxa4	2015-2016	2014-2015	2015-2016	21.500514777433356
anxa4	2016-2017	2015-2016	2016-2017	-21.582735851959182
anz	2017-2018	2016-2017	2017-2018	13.516347096932451
anz	2018-2019	2017-2018	2018-2019	-13.151462216059764
ap1	2002-2003	2001-2002	2002-2003	14.267797980450972
ap1	2003-2004	2002-2003	2003-2004	-12.933822558378676
ap15	2016-2017	2015-2016	2016-2017	16.892100081572924
ap15	2017-2018	2016-2017	2017-2018	-17.216031628088448
ap2	2001-2002	2000-2001	2002-2003	-16.48161645146522
apj	2008-2009	2007-2008	2008-2009	16.941111881460206
apj	2009-2010	2008-2009	2009-2010	-16.784606030246238
apob\-100	2010-2011	2009-2010	2010-2011	16.41081088751688
apob\-100	2011-2012	2010-2011	2011-2012	-15.564795834366508
apociii	2011-2012	2010-2011	2011-2012	11.051214960819433
apociii	2012-2013	2011-2012	2012-2013	-11.15053359020836
apociii	2016-2017	2015-2016	2016-2017	14.301188186484305
apociii	2017-2018	2016-2017	2018-2019	-14.195851449836002
apoferritin	2011-2012	2010-2011	2011-2012	13.489177626393706
apoferritin	2012-2013	2011-2012	2012-2013	-12.892858903863193
apomyoglobin	2016-2017	2015-2016	2016-2017	13.139019782124006
apomyoglobin	2017-2018	2016-2017	2017-2018	-13.612710561434525
appendix	2001-2002	2000-2001	2001-2002	-11.04395998644983
appendix	2003-2004	2002-2003	2003-2004	-11.235553473004064
aqs	2015-2016	2014-2015	2015-2016	21.426675274807828
aqs	2016-2017	2015-2016	2016-2017	-20.417585372605853
arae	2018-2019	2017-2018	2018-2019	22.551659578232066
arae	2019-2020	2018-2019	2019-2020	-22.084401674296604
arccheck	2012-2013	2011-2012	2012-2013	18.8462432887324
arccheck	2013-2014	2012-2013	2013-2014	-18.758994991265073
archaean	2015-2016	2014-2015	2015-2016	14.883711903943174
archaean	2016-2017	2015-2016	2017-2018	-14.54111912608031
archaellum	2015-2016	2014-2015	2015-2016	-11.892618187641023
archaeologists	2014-2015	2013-2014	2014-2015	12.227050924812419
archaeologists	2015-2016	2014-2015	2015-2016	-11.957415664778786
arecoline	2011-2012	2010-2011	2011-2012	15.815893981333199
arecoline	2012-2013	2011-2012	2012-2013	-15.631797253531634
arfi	2009-2010	2008-2009	2009-2010	-28.028533319482545
argatroban	2011-2012	2007-2008	2011-2012	34.45925718970332
argatroban	2012-2013	2011-2012	2012-2013	-34.843501332513405
arko	2017-2018	2016-2017	2017-2018	25.08470026481133
arko	2018-2019	2017-2018	2018-2019	-24.891290017412896
arl6	2011-2012	2010-2011	2011-2012	11.847878737275481
arl6	2012-2013	2011-2012	2012-2013	-11.547714022662905
arsenophonus	2011-2012	2010-2011	2011-2012	22.8600491709325
arsenophonus	2012-2013	2011-2012	2012-2013	-22.884955047071625
aruba	2013-2014	2012-2013	2013-2014	16.365067893759722
aruba	2014-2015	2013-2014	2014-2015	-16.21915380267325
arvs	2006-2007	2005-2006	2006-2007	13.62106068666547
arvs	2007-2008	2006-2007	2007-2008	-13.75311373128895
asah1	2016-2017	2015-2016	2016-2017	17.827380448261444
asah1	2017-2018	2016-2017	2017-2018	-18.191590068301103
