tok	original_global_distance	global_distance_qst	global_times_distance_qst	local_distance_qst	local_times_distance_qst	year_1	year_2
investigations	0.1403481167554855	0.5254767971663066	0.07374967888099537	0.6602462481239303	0.0014912109227246061	2009	2010
incorporates	0.1680109566450119	0.5528871734600976	0.09289110292978764	0.6142412830544942	0.0006835366343102738	2009	2010
9.6	0.3296637725830078	0.579116124932781	0.19091360650899303	0.7405755264523757	0.0014838811313134205	2009	2010
uncovering	0.3981183189153671	0.5586582609401688	0.22241208769368248	0.6191829539596378	0.003680883628131526	2009	2010
11.9	0.2793390291929245	0.5586128200645262	0.15604236285154657	0.7983012095403911	0.0019951972607178637	2009	2010
attached	0.1545129054784774	0.5515929607924657	0.08522823101351974	0.6910422699964239	0.0011835646603915566	2009	2010
hindlimb	0.2686222440004349	0.566479053691549	0.15216887458186673	0.6952253588173593	0.0029778335311448157	2009	2010
collecting	0.2745375829935074	0.5570463846916821	0.1529301680685259	0.7214773156569517	0.005855553969947623	2009	2010
heritability	0.2124018329381942	0.572532268425409	0.1216069032298191	0.7566470650856497	0.004799720766577759	2009	2010
optimisation	0.7055813574790955	0.6111939315758066	0.431247043924243	0.8862093501938281	0.13431166440516515	2009	2010
guinea_pig	0.2932106351852417	0.6074092845971307	0.17809886215413795	0.8028117132954948	0.005771369583505855	2009	2010
hypothalamic	0.157141643166542	0.5158503698729089	0.08106157474989735	0.6829242613349894	0.0017302937690364091	2009	2010
survivals	0.3645117419958115	0.5352232100382401	0.195095144647629	0.6848396861871121	0.010047066449726756	2009	2010
encephalopathy	0.2020387852191925	0.5522754310147446	0.11158105718862495	0.8236921267536319	0.0046208440104517495	2009	2010
newborns	0.229036790728569	0.5986555820482984	0.1371141532640858	0.6065983124897388	0.0010561710720893064	2009	2010
histologically	0.149019312262535	0.5338552319796661	0.07955473951736593	0.6332003869806321	0.0008853768843485829	2009	2010
succumbed	0.4115906178951263	0.5854745793423934	0.24097584387342486	0.7910604515079035	0.0254521741248021	2009	2010
pluripotent	0.178163092136383	0.5027302191597992	0.08956797035591132	0.6453136238255177	0.0021786060564824247	2009	2010
particular	0.1702271556854248	0.46005923032986534	0.07831457422587869	0.5542603110572892	0.0027072305886096447	2009	2010
makers	0.29508842587471	0.4835336610588339	0.14268518689928686	0.5632290442787767	0.003504207405878657	2009	2010
generalized	0.3315510809421539	0.5690383979030423	0.18866529592234518	0.732289406525837	0.006604106510044177	2009	2010
conflicts	0.2677777600288391	0.5635471745943857	0.1509054000834657	0.669725122230663	0.002650914905790595	2009	2010
intestine	0.1658057963848113	0.5131064436326456	0.08507602251668908	0.6548067525939724	0.0016248954822519303	2009	2010
anaemia	0.2793238914012909	0.5772135372052458	0.16122953138167306	0.8203793361874484	0.00729166425973138	2009	2010
currents	0.1339443331956863	0.5190393803859915	0.0695223837081038	0.5856718356288902	0.0008966964750135796	2009	2010
dsm	0.1698211550712585	0.46858083292698366	0.07957493829191277	0.6186956744756168	0.0029856234442364733	2009	2010
histocompatibility	0.2013876551389694	0.4626258454471373	0.09316713422128224	0.6108774095200533	0.008389559330325648	2009	2010
costs	0.1435411405563354	0.5140346985562705	0.07378512691629913	0.641472207693599	0.0014116370639197088	2009	2010
variation	0.134317552447319	0.47340678183586055	0.0635868402481547	0.6340341657277723	0.0015685607549654993	2009	2010
searched	0.109146801829338	0.5185947384587467	0.0566029571482942	0.6293690882074434	0.0011087831025481931	2009	2010
depolarized	0.2675835466384887	0.5370625804818342	0.14370911005214798	0.7073066964097104	0.004905919711291573	2009	2010
3p	0.3828692018985748	0.6110504287782735	0.23395238998611953	0.8898802335223283	0.020588394292618807	2009	2010
did	0.0605383253097533	0.42610731531778895	0.025795823271573932	0.4692631306384686	0.0002683192847655126	2009	2010
b.	0.2989083194732666	0.5516988673355915	0.16490738129058632	0.7640872581079486	0.010498488432894443	2009	2010
copies	0.1478703743219375	0.5202496539706949	0.07692951107350511	0.7124343051967477	0.0026507319163543114	2009	2010
prostaglandin	0.2615631347894668	0.5339171019590468	0.13965303090611567	0.6973950778905869	0.004540471098303045	2009	2010
bone_loss	0.2186846953630447	0.5709303827257443	0.12485373681988589	0.7335602011165541	0.004151666860254301	2009	2010
nhs	0.3503785800933838	0.5819385243626507	0.20389879386782458	0.8075070074491714	0.010174768708730877	2009	2010
elastic	0.1911724388599395	0.5545503936793725	0.10601475123042522	0.7142074947344463	0.001560472839068282	2009	2010
b16	0.2961409097909927	0.5659373850695467	0.16759721209923095	0.6941735301242967	0.00417926433479428	2009	2010
waf1	0.280750834941864	0.5753049645992204	0.16151734915743063	0.7571501369084522	0.00450368603090581	2009	2010
tlr	0.1881083452701568	0.4949151313762702	0.09309766641235244	0.578663558734169	0.0017328555100245872	2009	2010
rho	0.2588483971357345	0.5270721479560551	0.13643178067331355	0.6170339967052417	0.004383790443007806	2009	2010
perforated	0.3309080165624618	0.5923416259363662	0.19601059256598663	0.8124115896797067	0.0056606185434002676	2009	2010
mechanisms	0.0977823251485824	0.42428781568712304	0.041487849150100065	0.4853722303911735	0.0006982242928669298	2009	2010
cytogenetic	0.2016256374120712	0.5612614120844788	0.1131646899663322	0.6945249495784559	0.0027993971025094943	2009	2010
0	0.243094133734703	0.5173759157183022	0.12577105004673939	0.6624373517210316	0.005029948364233899	2009	2010
il-1	0.2712718737125397	0.5808049460154344	0.15755604596711736	0.7197930111296946	0.002445213108090411	2009	2010
dissatisfaction	0.2800464838743209	0.5435846439316356	0.15222896822112927	0.6822027207127342	0.006176678736077127	2009	2010
wastewater	0.2624985474348068	0.5980166191563386	0.15697849387041293	0.8055116575321329	0.005557107622586825	2009	2010
gc	0.3475773459672928	0.5517710443428464	0.19178311517428798	0.7274158882327783	0.023416219266156092	2009	2010
localize	0.1407056832313537	0.5150039975176892	0.07246398933760485	0.5787737296761621	0.001030907726277559	2009	2010
rates	0.1102190178632735	0.4748980511905288	0.05234279678740267	0.5729367424589127	0.0009290614678364852	2009	2010
calf	0.3915060877799988	0.5942791928753169	0.23266392185167067	0.9009754936317319	0.04497588559092952	2009	2010
trypanosome	0.4453369385004043	0.5349714522425685	0.23824254872682069	0.6400154153152968	0.0111234139740094	2009	2010
preferentially	0.2304995429515838	0.5362562941180857	0.12360683069912887	0.6039173578023271	0.002796685947045892	2009	2010
retrieval	0.2452162879705429	0.5738277852179731	0.1407119194255093	0.6749520039695456	0.002498329008337888	2009	2010
redox	0.1660747766494751	0.49140220166874893	0.0816095108871978	0.6700477507963005	0.0017055345284136562	2009	2010
session	0.1578378874063492	0.5695527563277106	0.08989700382522903	0.6530418098394015	0.0011350952095624017	2009	2010
nicotine	0.2067859810590744	0.496867573784728	0.10274524870151701	0.5603712597409172	0.0018273041646032077	2009	2010
angle	0.1666423082351684	0.4834471589057806	0.08056275046979353	0.5462517691248843	0.0012298499837398375	2009	2010
18.5	0.3202327078580856	0.5742317274137164	0.1838877810077205	0.7391461120978748	0.0017133020640016042	2009	2010
straightforward	0.2213554686307907	0.5518362731885857	0.12215197685912844	0.5625457099165856	0.0010894046795769914	2009	2010
fs	0.5771256294846535	0.6296069329258003	0.3633622974927045	0.8451608536613701	0.035567669361917124	2009	2010
neurotransmitter	0.179276088476181	0.5349479129885618	0.09590336937908579	0.636799688286997	0.001123343533910095	2009	2010
predict	0.0951926463842391	0.4765777614896666	0.045366698324078074	0.6130919046613141	0.0005285297974144247	2009	2010
pneumococcal	0.2674752187728881	0.5663065260689137	0.15147296195279697	0.7817654840934131	0.007980683719912089	2009	2010
macromolecules	0.2757623189687729	0.5807206152020474	0.16014086352108903	0.6773646313084734	0.002589554214980109	2009	2010
professor	0.2882664316892624	0.5638860187281316	0.1625494104982231	0.7399101551249931	0.004534322921375079	2009	2010
unaware	0.2947296237945556	0.5950632169509169	0.17538275806592174	0.7527338507959903	0.00432832902644247	2009	2010
till	0.3750057101249694	0.5394744280431993	0.20230599098260169	0.7558396649537849	0.022954928567440164	2009	2010
caucasian	0.1909283536672592	0.52621633491773	0.10046961849866126	0.5910858196794287	0.0012495260177799446	2009	2010
processivity	0.3057659769058227	0.5832274494818867	0.17833111084912043	0.7283699731735224	0.005405613448242426	2009	2010
reactants	0.4872029030323028	0.5754195059115388	0.280346053741515	0.7311796958617468	0.011401247121234422	2009	2010
willing	0.1657793366909026	0.594609110859386	0.09857390398863639	0.7852173419212185	0.0023274657211011466	2009	2010
smoothly	0.7053095236420631	0.5877355782329649	0.41453550071098494	0.8447819292519344	0.11451680946275175	2009	2010
caucasians	0.2151500278711319	0.5329367144054648	0.11466134895788521	0.5983502921779377	0.0020106636301388905	2009	2010
cyst	0.2049197256565094	0.6013787842035708	0.1232343754746409	0.7872046124608678	0.0016481906073930225	2009	2010
points	0.1665079200267791	0.4944671189892681	0.08233269150453693	0.6240684797102796	0.0029578806093460597	2009	2010
treatable	0.3788019394874573	0.5892637625240256	0.22321425611377732	0.7568001246414955	0.008030279864114991	2009	2010
chow	0.1855599099397659	0.5212167754267054	0.09671693790727465	0.691456798382256	0.0030717386292959514	2009	2010
quantitate	0.4580937594175339	0.6005643763909668	0.2751147929531848	0.7311832603605954	0.008853093640946143	2009	2010
seoul	0.4296900558471679	0.5267168801720588	0.22632500565677796	0.6708882689992547	0.007670125200274806	2009	2010
sheath	0.3404012352228164	0.5836956477394416	0.19869071948468783	0.7278093455274719	0.004709580322066901	2009	2010
timely	0.2294452178478241	0.547393220295706	0.12559675667917022	0.7735854935162673	0.005800592302713648	2009	2010
referral	0.1862753933668136	0.5510687893393007	0.10265055550635196	0.5760507425227517	0.0007390398616914513	2009	2010
cytological	0.2793176561594009	0.5912486521451342	0.16514618772458384	0.7148497170749759	0.0027731465877263617	2009	2010
filters	0.3794475787878036	0.6316909252962313	0.2396935921458823	0.8806599304776151	0.016806214904568698	2009	2010
tooth	0.1989663428068161	0.5704716027696287	0.11350464847821577	0.7481579799783035	0.0026864389754224236	2009	2010
reviewers	0.1458842325210571	0.5345048702752794	0.0779758327788763	0.7701322317393376	0.0029534959724240874	2009	2010
differentiate	0.0959233528375625	0.5114937224755588	0.0490641928152213	0.5619629702989652	0.0003991403071090874	2009	2010
related_peptide	0.2579569000005722	0.5456714802486425	0.14075972346366328	0.7743350044126612	0.0070865140753252846	2009	2010
sows	0.4570560953021049	0.6380403022650948	0.291620209198659	0.8999017854829041	0.02752266142368988	2009	2010
translation	0.1872243499755859	0.49519794351182167	0.09271311308324771	0.6179471444689038	0.002607056965353425	2009	2010
alleviate	0.1883167284727096	0.5639330923908943	0.10619803503655151	0.7071724220821112	0.0008812531261313692	2009	2010
open	0.2607206988334656	0.4509181713506492	0.11756370075124965	0.6286046987885852	0.007569384827484451	2009	2010
quite	0.2241816711425781	0.559266691943734	0.1253773416143277	0.6618277927846394	0.0033454583527024306	2009	2010
antiproliferative	0.1475348806381225	0.5556016600329384	0.08197062459530229	0.6623807534021164	0.001032024252055401	2009	2010
tentative	0.6664905121922493	0.5903221431447532	0.3934441075429729	0.8551184606436151	0.1360046311614318	2009	2010
reservoir	0.1939210575819015	0.5661918407117702	0.10979652054507	0.6596208124225722	0.0015030424779163168	2009	2010
amplifies	0.4752834844589233	0.5472924677727492	0.26011907110115523	0.7253364701178	0.007710333764174802	2009	2010
leg	0.2265495508909225	0.587969449289567	0.13320421467413443	0.7513636408465243	0.0015126380601553835	2009	2010
underscore	0.1420573049783706	0.505616261184698	0.07182648341713814	0.5659516784724582	0.000979357375737957	2009	2010
ish	0.5465129917860031	0.6050151554210595	0.3306486426650369	0.7813579174611329	0.019459487260095668	2009	2010
dynamically	0.2460131019353866	0.5455357587914097	0.13420894423694957	0.6513427645963568	0.00362733577966711	2009	2010
personality	0.1774329698085784	0.5341961645458718	0.09478401193572605	0.7118745656901685	0.0020132823913671877	2009	2010
italy	0.1849878901243209	0.5587366152644189	0.10335950759296927	0.6429734488097963	0.000528911956387057	2009	2010
laparotomy	0.1262161988019942	0.5396788115594002	0.06811620816900522	0.6492660178539457	0.000536537133058952	2009	2010
compositional	0.4131770324707031	0.5803246715560944	0.2397768256630825	0.737801563774207	0.014006876588348373	2009	2010
nicotinamide	0.3661399513483047	0.5793262620767554	0.21211448941157843	0.7459802553391897	0.006214377050399887	2009	2010
81.8	0.3099478352069855	0.5890896432388149	0.18258705966472605	0.7516659686609309	0.0017251898530547135	2009	2010
fever	0.1598066437244415	0.589377251079289	0.09418640038251863	0.7693731976642421	0.0014338424241017865	2009	2010
ip3	0.3048738270998001	0.5704290178354602	0.17390887775627686	0.7931031703720998	0.009304157030569447	2009	2010
vimentin	0.2273777848482132	0.5864225954724688	0.13333947074346977	0.6429544233690607	0.001449169263879371	2009	2010
da	0.2908152365684509	0.5585848992672141	0.16244499962395917	0.7012118242534578	0.005731919712473757	2009	2010
dendrites	0.1585795366764068	0.5444889733131497	0.08634480911341172	0.7310003139306746	0.001497616359017891	2009	2010
melphalan	0.3628154158592224	0.5713371930684326	0.2072899412989642	0.692649477675137	0.003109061878963953	2009	2010
digestive	0.259352245926857	0.5620184819323115	0.14576075554154772	0.6949068218603845	0.005206834116614454	2009	2010
women	0.1089825814962386	0.4184189541831639	0.04560037777383758	0.4547991698913815	0.0004137168876596764	2009	2010
dat	0.2630649417638778	0.5542876311119137	0.14581364339889336	0.6374001607937818	0.0027023633247152223	2009	2010
scale	0.1556874823570251	0.42995531427591793	0.06693866040564116	0.537896379561892	0.0011737820659284955	2009	2010
diaries	0.322106299996376	0.5855885583659494	0.18862176385546783	0.8121684723735179	0.011457512070766337	2009	2010
cbl	0.3543442833423614	0.5680659671909835	0.2012909280354744	0.6928931560397386	0.008455578094612995	2009	2010
definitively	0.5133896213769913	0.5789763213900652	0.2972404344246888	0.8056062299893791	0.07333300922337067	2009	2010
sectors	0.3032851815223694	0.5803236014499625	0.17600354880746702	0.7376427584485238	0.0037959600414837493	2009	2010
rice	0.2146129351854324	0.5952607628556321	0.12775065951716683	0.7467120391886607	0.0012674767401126734	2009	2010
asthma	0.1436534744501113	0.5134413729117663	0.0737576371452105	0.6694159434701915	0.001855406620885288	2009	2010
strains	0.1034325689077377	0.458657446303391	0.04744011791982249	0.5725192739673164	0.00037677473458137427	2009	2010
blood_glucose	0.2214488661289215	0.5645800443715814	0.1250256106651029	0.7082663160879045	0.0027225428621896414	2009	2010
alfalfa	0.4899218943715095	0.5958093687798565	0.2919000546369206	0.8617403509644828	0.015856452659782527	2009	2010
immunoglobulins	0.3525572061538696	0.5561719349931312	0.19608242354236993	0.7057165690270746	0.005283671508975187	2009	2010
pathways	0.1152068156003951	0.4357640580450045	0.0502029894804707	0.5012090756837505	0.0007485019180168819	2009	2010
inducible_nitric_oxide_synthase	0.2727730816602707	0.5174950252352621	0.141158712777282	0.662655005600496	0.0035152267806880496	2009	2010
cows	0.3035190534591674	0.6298237069643109	0.19116349538395166	0.8122600950685311	0.007177793450438399	2009	2010
barbed	0.3273234611749649	0.48982343979483983	0.160330703678274	0.6007836417698822	0.010255479999490355	2009	2010
f	0.3845483475923538	0.5407331173608284	0.20793802676956888	0.6876665755525726	0.021066403129538103	2009	2010
held	0.2058038210868835	0.5206612468527112	0.10715407409414907	0.6421180596746212	0.0021411852775693077	2009	2010
quantitation	0.1993195885419845	0.5474311609630755	0.1091137537582211	0.638494478033974	0.0019057796760397502	2009	2010
med	0.3631520926952362	0.5978656084792475	0.21711614686974948	0.7560090213415596	0.009247931961766131	2009	2010
swallowing	0.2821403908729553	0.5967487729547327	0.16836693205440473	0.7728061780393661	0.005791957797818913	2009	2010
nominal	0.3699465352296829	0.5583331702955812	0.20655342185465475	0.7192215713571609	0.012872268786703988	2009	2010
1.44	0.3094307041168213	0.5775432718387478	0.17870962126299644	0.6834037990079719	0.0012924654482679375	2009	2010
depict	0.505095180273056	0.5764097969947339	0.29114181032421077	0.7710024959811019	0.012694600606823054	2009	2010
fibrogenesis	0.3167798340320587	0.5584657139595769	0.17691067618070996	0.6944219253918261	0.0065038967690515	2009	2010
radiologic	0.2837584573030471	0.5930688890148876	0.16828831302129657	0.6784381209751188	0.0023007232015429145	2009	2010
vertebrae	0.2845431798696518	0.589216512318681	0.16765754004686334	0.7846175791832166	0.003565307915027086	2009	2010
colocalize	0.2598521494865417	0.5420057932322091	0.1408413704055476	0.5710743260593615	0.0016934166177724256	2009	2010
kir	0.3117622035741806	0.5610251081560648	0.17490642397917774	0.8491070839490498	0.022263019710647258	2009	2010
c._pneumoniae	0.4445910456776619	0.5883922673534205	0.26159393341130766	0.7805810570049341	0.009613155111615958	2009	2010
constituted	0.3923439717292785	0.5723978570145738	0.22457684863042554	0.6250157634525796	0.006751180092648857	2009	2010
clone	0.232893790602684	0.5703037986685003	0.13282021346701697	0.7574471890952611	0.004105633262192893	2009	2010
produced	0.1347939044237136	0.4974239352312975	0.06704971438363502	0.65426341302703	0.0010759209070758478	2009	2010
2.96	0.4471539571881294	0.5467366050712478	0.24447543649721193	0.6562956503833012	0.002882464083353592	2009	2010
antinuclear	0.3385334551334381	0.5139819293435338	0.17400007841681714	0.6586640206665292	0.00937723578580989	2009	2010
mn2	0.2339600545167923	0.5039890887472563	0.11791331467917657	0.4971731771558188	0.0029412225867493356	2009	2010
evidenced	0.1095350569486617	0.5558145486621151	0.06088117824059948	0.6096531455499439	0.0007261221784061559	2009	2010
immobilized	0.1787509024143219	0.5849480697957099	0.1045599953414989	0.7621929544221073	0.0015781416041193911	2009	2010
subunit	0.1965111088752746	0.4602508252677988	0.0904444000341354	0.5828826155292568	0.004020268252829906	2009	2010
proton	0.224823722243309	0.5457575145603984	0.12269923586572568	0.6958474898124992	0.002911506702739498	2009	2010
clodronate	0.6754536902904511	0.6239089642867451	0.42142161233277525	0.9093332594299887	0.10252707491968913	2009	2010
terminal	0.188490394949913	0.4324021397567458	0.08150365009993649	0.4794992025895356	0.0030870959882790105	2009	2010
streptococcus	0.2766884285211563	0.5677311731071936	0.15708464610950196	0.727954232226057	0.0022033242550015338	2009	2010
necrotic	0.2698729503154755	0.5443667294131941	0.1469098553203248	0.6751342531493975	0.003752762110659861	2009	2010
