tok	changepoint_idx	start_idx	end_idx	value
species_2495	2018-2019	2004-2005	2018-2019	72.27292861307639
018	2017-2018	2006-2007	2017-2018	71.57317999287662
gene_266836	2014-2015	2013-2014	2014-2015	71.45489325481654
h4c	2010-2011	2009-2010	2010-2011	71.41609884705026
medrxiv	2019-2020	2018-2019	2019-2020	69.95830885137244
somapacitan	2019-2020	2018-2019	2019-2020	69.76992736200263
gene_33972	2020-2021	2019-2020	2020-2021	69.62836730225865
gene_6077	2010-2011	2008-2009	2010-2011	69.16810828402622
gene_37867	2019-2020	2018-2019	2019-2020	68.42034574953902
gene_41770	2018-2019	2005-2006	2018-2019	67.5458701672615
gene_85459	2015-2016	2014-2015	2015-2016	67.49760933270248
nhbn	2013-2014	2012-2013	2013-2014	67.27284047090103
h5c	2010-2011	2009-2010	2010-2011	66.93107107750768
021	2020-2021	2011-2012	2020-2021	66.8911657505425
pdq	2001-2002	2000-2001	2001-2002	66.59684979441661
hookup	2009-2010	2008-2009	2009-2010	66.45802081922645
h14b	2010-2011	2009-2010	2010-2011	66.32449961915987
vmmc	2010-2011	2007-2008	2010-2011	66.00249569299707
gene_855706	2010-2011	2000-2001	2010-2011	65.8948327276846
chemical_mesh_c000606551	2019-2020	2017-2018	2019-2020	65.87348620674298
reviewer(s	2018-2019	2017-2018	2018-2019	65.54713049632788
gene_269356	2018-2019	2017-2018	2018-2019	65.51116292426232
gene_854474	2010-2011	2009-2010	2010-2011	65.48403992231152
gene_124460	2020-2021	2019-2020	2020-2021	65.0413313421352
http://pubs.acs.org	2007-2008	2006-2007	2007-2008	64.97006754179881
gene_180959	2013-2014	2012-2013	2013-2014	64.70715623437073
gene_164668	2007-2008	2006-2007	2007-2008	64.23980238517386
pandemie	2019-2020	2004-2005	2019-2020	64.12557331687178
aimr	2018-2019	2017-2018	2018-2019	64.10637417259653
chemical_mesh_c002062	2017-2018	2016-2017	2017-2018	64.0964835671763
identificationremark	2020-2021	2016-2017	2020-2021	64.01132566630442
gene_29914	2012-2013	2011-2012	2012-2013	63.97783712316712
gene_828254	2012-2013	2011-2012	2012-2013	63.726753972998786
h18a	2010-2011	2008-2009	2010-2011	63.61753317433978
c18b	2010-2011	2009-2010	2010-2011	63.19318477423682
chemical_mesh_c545606	2010-2011	2009-2010	2010-2011	63.168159997102144
huanan	2019-2020	2015-2016	2019-2020	62.90882294596759
ofu	2018-2019	2017-2018	2018-2019	62.75743430421668
1.379	2010-2011	2009-2010	2010-2011	62.732094218005976
gene_17532	2014-2015	2013-2014	2014-2015	62.64072695798492
gene_38291	2008-2009	2001-2002	2008-2009	62.46032515347312
his163	2019-2020	2018-2019	2019-2020	62.24909613604594
gene_9625	2013-2014	2012-2013	2013-2014	62.24045838544764
fratura	2018-2019	2016-2017	2018-2019	62.118850472172774
gene_853043	2010-2011	2002-2003	2010-2011	62.054600188041476
gene_855269	2012-2013	2011-2012	2012-2013	61.90341177698156
chemical_mesh_c546215	2016-2017	2015-2016	2016-2017	61.82549205102467
gene_838668	2010-2011	2009-2010	2010-2011	61.82303005447116
h22a	2010-2011	2009-2010	2010-2011	61.39109770440757
sdfr	2019-2020	2015-2016	2019-2020	60.88960500394466
gene_54821	2009-2010	2008-2009	2009-2010	60.80153049574621
emerg	2001-2002	2000-2001	2001-2002	60.442891880646066
itps	2011-2012	2010-2011	2011-2012	60.35454989543504
gene_33110	2007-2008	2006-2007	2007-2008	60.347056798759056
gene_3270	2005-2006	2004-2005	2005-2006	60.31984175549217
gene_40297	2020-2021	2019-2020	2020-2021	60.26642556907805
lemborexant	2018-2019	2017-2018	2018-2019	60.20542549824784
icebs1	2012-2013	2011-2012	2012-2013	60.15237192331219
disease_mesh_c000657245	2002-2003	2000-2001	2002-2003	60.141471468516585
gene_32457	2014-2015	2011-2012	2014-2015	60.00990603480389
gene_11253	2012-2013	2009-2010	2012-2013	59.990608373554196
h11a	2010-2011	2009-2010	2010-2011	59.903456908926564
gene_178405	2012-2013	2011-2012	2012-2013	59.83482078791133
queri	2007-2008	2006-2007	2007-2008	59.82465072902208
species_3825	2020-2021	2014-2015	2020-2021	59.4949365464776
0.0290	2010-2011	2009-2010	2010-2011	59.34532638025198
datasetname	2020-2021	2017-2018	2020-2021	59.272707553723556
-0.0012	2010-2011	2009-2010	2010-2011	58.78508117558627
nrg-1beta	2008-2009	2004-2005	2008-2009	58.77810945242373
gene_128710	2018-2019	2017-2018	2018-2019	58.71577783052243
gene_41612	2010-2011	2009-2010	2010-2011	58.7031819361654
gene_654328	2019-2020	2018-2019	2019-2020	58.62782424361852
h6b	2010-2011	2008-2009	2010-2011	58.60792527736715
gene_83585	2017-2018	2011-2012	2017-2018	58.52102977475734
gene_176989	2013-2014	2012-2013	2013-2014	58.35664509565621
disclaimer	2007-2008	2000-2001	2007-2008	58.256649898703074
h7a	2010-2011	2009-2010	2010-2011	58.25508432839512
gene_63934	2018-2019	2017-2018	2018-2019	58.08395061178347
gene_30374	2013-2014	2011-2012	2013-2014	58.0610465983802
microbenchmark	2020-2021	2019-2020	2020-2021	58.047942622699814
bdca	2010-2011	2009-2010	2010-2011	57.98644295574508
gene_51493	2013-2014	2012-2013	2013-2014	57.96983588068187
chemical_mesh_c000627803	2016-2017	2014-2015	2016-2017	57.89555443467863
1.390	2010-2011	2009-2010	2010-2011	57.84896092029363
h18b	2010-2011	2008-2009	2010-2011	57.82035967425871
gene_820214	2013-2014	2012-2013	2013-2014	57.79461058768088
chemical_mesh_c496216	2015-2016	2014-2015	2015-2016	57.74688409793769
asb2beta	2020-2021	2012-2013	2020-2021	57.38933981922543
-0.0024	2010-2011	2009-2010	2010-2011	57.33578695158658
gene_10537	2008-2009	2006-2007	2008-2009	57.322153676582516
esds	2010-2011	2008-2009	2010-2011	57.14355805710497
h19a	2010-2011	2008-2009	2010-2011	57.13379524603442
gene_65945	2016-2017	2013-2014	2016-2017	57.06557519407726
gene_110749	2017-2018	2015-2016	2017-2018	56.984482997501765
chemical_mesh_c584575	2016-2017	2015-2016	2016-2017	56.92952417453874
gene_817586	2018-2019	2017-2018	2018-2019	56.77785012041241
species_82378	2015-2016	2014-2015	2015-2016	56.735900223829155
luxn	2007-2008	2006-2007	2007-2008	56.573029804665175
tcs1	2015-2016	2014-2015	2015-2016	56.56927940757125
gene_644815	2017-2018	2016-2017	2017-2018	56.42667713614985
pmeg	2016-2017	2013-2014	2016-2017	56.34175167239544
gene_403724	2016-2017	2015-2016	2016-2017	56.31617902482442
gene_36089	2017-2018	2014-2015	2017-2018	56.28555916086086
cas9	2012-2013	2011-2012	2012-2013	56.17127875420805
gene_395451	2016-2017	2013-2014	2016-2017	56.065504446111596
gene_41547	2015-2016	2014-2015	2015-2016	56.027124579111096
xyleborus	2019-2020	2018-2019	2019-2020	56.00712005381876
gene_851416	2008-2009	2007-2008	2008-2009	55.65808115063802
gene_173214	2013-2014	2010-2011	2013-2014	55.61698295190902
sgtf	2020-2021	2017-2018	2020-2021	55.50591772485378
zr2	2010-2011	2008-2009	2010-2011	55.5002676290179
mterf6	2017-2018	2016-2017	2017-2018	55.42366757064068
h16a	2010-2011	2009-2010	2010-2011	55.371568007705854
gene_15126	2010-2011	2009-2010	2010-2011	55.17723058500279
gene_380713	2012-2013	2011-2012	2012-2013	55.13613598366352
gene_94015	2020-2021	2019-2020	2020-2021	55.056480314432775
gene_173038	2017-2018	2013-2014	2017-2018	55.014170027803345
gene_856742	2010-2011	2009-2010	2010-2011	54.96045877750709
-0.0011	2010-2011	2009-2010	2010-2011	54.92298786152162
gene_194908	2010-2011	2008-2009	2010-2011	54.8987116185401
2sigma(i	2006-2007	2000-2001	2006-2007	54.862085500802884
peg20	2011-2012	2010-2011	2011-2012	54.83587001349788
kaibc	2012-2013	2011-2012	2012-2013	54.77691672795264
c59	2010-2011	2009-2010	2010-2011	54.609127813219
a152	2015-2016	2012-2013	2015-2016	54.60047419030509
gene_230598	2013-2014	2012-2013	2013-2014	54.5906408028683
gln189	2019-2020	2012-2013	2019-2020	54.50665721498652
ncbd	2011-2012	2010-2011	2011-2012	54.362989334363576
mmaiii	2008-2009	2007-2008	2008-2009	54.27689055775058
gene_5658205	2017-2018	2016-2017	2017-2018	54.2172476068573
subpc	2014-2015	2013-2014	2014-2015	54.20168769000304
icml	2013-2014	2012-2013	2013-2014	54.19102845854724
-0.0008	2010-2011	2008-2009	2010-2011	54.11219250452448
gene_71566	2019-2020	2018-2019	2019-2020	54.067017800320805
vockeroth	2018-2019	2013-2014	2018-2019	54.05120784291962
gene_5216	2008-2009	2002-2003	2008-2009	54.03559643517662
furlough	2019-2020	2010-2011	2019-2020	53.89194764176051
gene_477928	2001-2002	2000-2001	2001-2002	53.884588328718
ditsong	2018-2019	2015-2016	2018-2019	53.87559488387902
gene_100033553	2009-2010	2007-2008	2009-2010	53.86675083142374
h20a	2010-2011	2009-2010	2010-2011	53.81123562347165
gene_829847	2016-2017	2015-2016	2016-2017	53.775537062750594
th1579	2019-2020	2018-2019	2019-2020	53.72466589103099
ruva	2007-2008	2000-2001	2007-2008	53.66007817005079
gene_58066	2012-2013	2011-2012	2012-2013	53.631453423361954
chemical_mesh_c051084	2017-2018	2011-2012	2017-2018	53.62428827692324
gene_107987486	2019-2020	2018-2019	2019-2020	53.5185404019673
-0.0009	2010-2011	2009-2010	2010-2011	53.389446027504704
gene_32587	2011-2012	2010-2011	2011-2012	53.36936499333202
ibsp	2015-2016	2012-2013	2015-2016	53.32034949487777
gene_140806	2005-2006	2001-2002	2005-2006	53.226837678515835
hurdler	2018-2019	2017-2018	2018-2019	53.154631219045214
gene_65244	2019-2020	2016-2017	2019-2020	53.12634735068677
c13b	2010-2011	2009-2010	2010-2011	53.11769341272138
species_127405	2016-2017	2014-2015	2016-2017	53.11464449836852
gene_13483	2012-2013	2011-2012	2012-2013	53.032935458986444
gene_3077418	2012-2013	2005-2006	2012-2013	52.71609004452477
gene_830912	2015-2016	2013-2014	2015-2016	52.66973987108843
atg32delta	2018-2019	2011-2012	2018-2019	52.6417862749258
species_64320	2015-2016	2009-2010	2015-2016	52.62887785670354
bcgi	2012-2013	2011-2012	2012-2013	52.60994192167313
gene_644943	2018-2019	2009-2010	2018-2019	52.494652075755404
gene_856919	2008-2009	2007-2008	2008-2009	52.4800625251139
gene_8409	2010-2011	2009-2010	2010-2011	52.45395926316144
gene_26156	2014-2015	2013-2014	2014-2015	52.44363451414707
gene_106389	2008-2009	2007-2008	2008-2009	52.413846648674365
doi:10.1038	2016-2017	2004-2005	2016-2017	52.237322419585475
019	2018-2019	2001-2002	2018-2019	52.09972986988686
unedited	2007-2008	2001-2002	2007-2008	51.94159228714812
gene_23641	2018-2019	2017-2018	2018-2019	51.93531700383472
gene_817844	2015-2016	2014-2015	2015-2016	51.870910559135176
lsmc	2015-2016	2014-2015	2015-2016	51.78317424585492
gene_221656	2009-2010	2008-2009	2009-2010	51.755655484233664
icebs1	2009-2010	2008-2009	2009-2010	51.692301655280815
gene_59272	2019-2020	2000-2001	2019-2020	51.67911346795639
kinc	2014-2015	2010-2011	2014-2015	51.565822386954714
chemical_mesh_c526095	2020-2021	2019-2020	2020-2021	51.50154603161742
chsb	2017-2018	2016-2017	2017-2018	51.471308676107206
gene_174198	2018-2019	2012-2013	2018-2019	51.21005910686955
dcnn	2015-2016	2014-2015	2015-2016	51.1858390002768
gene_363854	2008-2009	2007-2008	2008-2009	51.15878261324184
f(000	2010-2011	2009-2010	2010-2011	51.0449629569097
gene_852199	2008-2009	2002-2003	2008-2009	51.03578112923092
gmnf	2020-2021	2019-2020	2020-2021	50.99040137199075
muraymycin	2017-2018	2016-2017	2017-2018	50.96259433841823
met49	2019-2020	2018-2019	2019-2020	50.954240842803884
tgci	2016-2017	2015-2016	2016-2017	50.9413541685042
sipns	2008-2009	2007-2008	2008-2009	50.88346582132372
gene_796551	2012-2013	2011-2012	2012-2013	50.879248464728335
myoslid	2018-2019	2016-2017	2018-2019	50.867150790398135
gene_55204	2016-2017	2015-2016	2016-2017	50.82019845084831
cpass	2020-2021	2011-2012	2020-2021	50.73985986779359
ppso	2020-2021	2019-2020	2020-2021	50.66436404755483
gene_193385	2017-2018	2016-2017	2017-2018	50.59407000867671
110.00	2010-2011	2009-2010	2010-2011	50.5611524395982
cltx	2018-2019	2016-2017	2018-2019	50.47622109657831
gene_844375	2016-2017	2015-2016	2016-2017	50.46801692469734
lcl161	2015-2016	2014-2015	2015-2016	50.447164094921035
gene_17815100	2011-2012	2010-2011	2011-2012	50.44344782448968
cuspule	2020-2021	2019-2020	2020-2021	50.369953703941036
gene_228357	2007-2008	2006-2007	2007-2008	50.13591149189181
gene_99526	2020-2021	2015-2016	2020-2021	50.049880831320635
rugulae	2019-2020	2011-2012	2019-2020	50.013821385933596
gene_287155	2017-2018	2016-2017	2017-2018	49.9391815106972
bmsn	2018-2019	2017-2018	2018-2019	49.84830785284753
wj-	2016-2017	2014-2015	2016-2017	49.777768595418095
gene_100710	2008-2009	2007-2008	2008-2009	49.762455858058495
phyllome	2014-2015	2013-2014	2014-2015	49.74542901560961
wichtig	2019-2020	2010-2011	2019-2020	49.733226668185566
gene_856361	2017-2018	2016-2017	2017-2018	49.6017613624527
oshxk1	2020-2021	2019-2020	2020-2021	49.515623754255266
costulae	2020-2021	2018-2019	2020-2021	49.451952441069004
tnyl	2010-2011	2009-2010	2010-2011	49.38382127487275
gene_54711	2017-2018	2011-2012	2017-2018	49.38310133556368
inz	2011-2012	2010-2011	2011-2012	49.17765756707246
gene_833962	2014-2015	2013-2014	2014-2015	49.11286960205862
gene_54396	2020-2021	2019-2020	2020-2021	49.09279618036814
disease_mesh_d000071243	2015-2016	2014-2015	2015-2016	48.932033100908576
1.389	2010-2011	2008-2009	2010-2011	48.91807205535848
eogbs	2018-2019	2017-2018	2018-2019	48.899240311477016
gene_12014	2012-2013	2011-2012	2012-2013	48.85653602316604
gene_819356	2012-2013	2011-2012	2012-2013	48.833267270314764
spa33	2015-2016	2014-2015	2015-2016	48.74993974546102
gene_51200	2018-2019	2017-2018	2018-2019	48.73302157598442
rev3l	2019-2020	2018-2019	2019-2020	48.71420627612332
0.0404	2010-2011	2009-2010	2010-2011	48.616201403379876
gene_834652	2017-2018	2012-2013	2017-2018	48.5348620788518
species_340907	2008-2009	2003-2004	2008-2009	48.533119320489085
www.atsjournals.org	2018-2019	2014-2015	2018-2019	48.52232082072327
gene_56913	2007-2008	2006-2007	2007-2008	48.50011011438731
gene_100286794	2018-2019	2012-2013	2018-2019	48.47254492407992
beatmung	2019-2020	2006-2007	2019-2020	48.467445922231434
php4	2013-2014	2012-2013	2013-2014	48.4207341227181
pimuz	2019-2020	2014-2015	2019-2020	48.395516445491076
gene_41062	2010-2011	2009-2010	2010-2011	48.36556766949486
gene_33343	2011-2012	2010-2011	2011-2012	48.3455390746809
cys145	2019-2020	2011-2012	2019-2020	48.34222024714372
h8a	2010-2011	2008-2009	2010-2011	48.341114859728094
peac	2016-2017	2015-2016	2016-2017	48.26668313791823
gene_732804	2018-2019	2017-2018	2018-2019	48.21313473943348
gene_284361	2010-2011	2007-2008	2010-2011	48.038219581899696
dosha	2009-2010	2005-2006	2009-2010	47.94497606287815
mctr1	2019-2020	2018-2019	2019-2020	47.936474376093344
0.0230	2010-2011	2009-2010	2010-2011	47.9230275196999
chtc	2013-2014	2012-2013	2013-2014	47.92003910250823
species_58733	2011-2012	2010-2011	2011-2012	47.88539276717203
bewegung	2019-2020	2018-2019	2019-2020	47.86565535616666
lapd	2010-2011	2009-2010	2010-2011	47.85538012755161
mjsn	2016-2017	2015-2016	2016-2017	47.81718169817398
gene_232431	2009-2010	2004-2005	2009-2010	47.75992202496167
gene_833570	2013-2014	2010-2011	2013-2014	47.68714236225657
swi+	2010-2011	2009-2010	2010-2011	47.582679588823645
gene_175545	2005-2006	2004-2005	2005-2006	47.580882395992944
o304	2020-2021	2019-2020	2020-2021	47.52281724552085
gene_446233	2010-2011	2001-2002	2010-2011	47.50158677798861
gene_54465	2015-2016	2014-2015	2015-2016	47.381413890003195
gene_10845	2009-2010	2004-2005	2009-2010	47.31933538231795
pairmate	2017-2018	2016-2017	2017-2018	47.27829230319941
gene_43080	2011-2012	2009-2010	2011-2012	47.2511259717178
rgel	2010-2011	2009-2010	2010-2011	47.20637321888957
cgpp	2018-2019	2013-2014	2018-2019	47.18964524027909
gene_23080	2020-2021	2019-2020	2020-2021	47.09492295492767
cbta	2016-2017	2014-2015	2016-2017	47.07067624236362
gene_180750	2011-2012	2010-2011	2011-2012	47.02459147064193
feedap	2019-2020	2018-2019	2019-2020	46.99550950916247
ho1	2010-2011	2008-2009	2010-2011	46.99285735582531
gene_64919	2004-2005	2003-2004	2004-2005	46.984065899778344
0.0410	2010-2011	2009-2010	2010-2011	46.97793615625399
120.00	2010-2011	2008-2009	2010-2011	46.964038951005435
0.0400	2010-2011	2009-2010	2010-2011	46.96083077457854
gene_851034	2017-2018	2016-2017	2017-2018	46.95990648907923
gene_9535	2020-2021	2019-2020	2020-2021	46.954784194945454
gene_20660	2007-2008	2006-2007	2007-2008	46.926557849660284
1.386	2010-2011	2008-2009	2010-2011	46.91588283100063
0.0450	2010-2011	2009-2010	2010-2011	46.90512834430282
gene_30877	2011-2012	2010-2011	2011-2012	46.90232213371644
gene_853642	2017-2018	2016-2017	2017-2018	46.83440782135621
gene_56436	2014-2015	2013-2014	2014-2015	46.773216510886385
gene_81905	2020-2021	2019-2020	2020-2021	46.68983438854744
gene_29867	2015-2016	2014-2015	2015-2016	46.65568226496217
spon	2010-2011	2009-2010	2010-2011	46.641056960398274
gene_170750	2016-2017	2015-2016	2016-2017	46.50600211537882
h3b	2010-2011	2009-2010	2010-2011	46.43675263220504
gene_853434	2010-2011	2009-2010	2010-2011	46.42904761146445
bilbo1	2020-2021	2019-2020	2020-2021	46.41130250098209
gene_5701	2020-2021	2019-2020	2020-2021	46.407490107415626
ebpm	2016-2017	2015-2016	2016-2017	46.396254058278224
gene_9166	2017-2018	2010-2011	2017-2018	46.337517389277984
gene_33219	2015-2016	2014-2015	2015-2016	46.30350491422203
gene_66646	2008-2009	2007-2008	2008-2009	46.2909345618286
h12a	2010-2011	2009-2010	2010-2011	46.19986820538882
c17a	2010-2011	2009-2010	2010-2011	46.118656762393485
gene_246774	2012-2013	2011-2012	2012-2013	46.07222419924132
gene_100314252	2017-2018	2016-2017	2017-2018	46.06691286468969
lesoe	2018-2019	2017-2018	2018-2019	46.06623963226252
gene_23853	2008-2009	2007-2008	2008-2009	46.05959962328713
gene_853818	2009-2010	2008-2009	2009-2010	46.046485118349764
geek	2014-2015	2012-2013	2014-2015	45.98833643345042
0.0361	2010-2011	2007-2008	2010-2011	45.98264516926648
tcai	2017-2018	2002-2003	2017-2018	45.95708932492327
gene_12684	2018-2019	2007-2008	2018-2019	45.94649323000139
gene_72162	2019-2020	2011-2012	2019-2020	45.92059022842592
gene_328968	2020-2021	2019-2020	2020-2021	45.871838543678884
gene_850909	2010-2011	2008-2009	2010-2011	45.794282535992195
nrxn1alpha	2018-2019	2017-2018	2018-2019	45.78055435719711
0.0300	2010-2011	2009-2010	2010-2011	45.739825697320335
jmpr	2016-2017	2010-2011	2016-2017	45.72179000769685
gene_208098	2020-2021	2019-2020	2020-2021	45.693547801045256
u33	2010-2011	2009-2010	2010-2011	45.68874222626614
h13a	2010-2011	2008-2009	2010-2011	45.67508907385967
gene_319177	2018-2019	2017-2018	2018-2019	45.67124455759282
gene_233877	2020-2021	2017-2018	2020-2021	45.63651976373463
mla10	2011-2012	2010-2011	2011-2012	45.60626778560247
gene_53938	2014-2015	2010-2011	2014-2015	45.55440661035793
gsl1	2013-2014	2010-2011	2013-2014	45.48497632348327
gene_181443	2008-2009	2007-2008	2008-2009	45.44536745814077
canf	2017-2018	2011-2012	2017-2018	45.44263491931566
gene_434769	2020-2021	2012-2013	2020-2021	45.33757673746886
0.0514	2010-2011	2009-2010	2010-2011	45.335028868190705
species_191292	2014-2015	2013-2014	2014-2015	45.261925347095044
gene_850734	2005-2006	2004-2005	2005-2006	45.23739206279773
gene_855048	2019-2020	2018-2019	2019-2020	45.22587058683714
1.401	2010-2011	2009-2010	2010-2011	45.220950870074276
etait	2005-2006	2003-2004	2005-2006	45.16819124236482
polyte	2016-2017	2015-2016	2016-2017	45.14219059329853
gene_1798669	2014-2015	2013-2014	2014-2015	45.12598857936408
rham	2019-2020	2018-2019	2019-2020	45.10289955993194
gene_853332	2004-2005	2002-2003	2004-2005	45.06487879955348
gene_44807	2017-2018	2009-2010	2017-2018	45.03205575206878
gene_126353	2012-2013	2008-2009	2012-2013	45.027517342210906
016	2015-2016	2000-2001	2015-2016	44.99584671470212
hsp1a	2020-2021	2019-2020	2020-2021	44.98953594542008
gene_44889	2015-2016	2014-2015	2015-2016	44.95833474088007
gene_23167	2020-2021	2014-2015	2020-2021	44.950539436688665
bmsf	2020-2021	2018-2019	2020-2021	44.9460291568876
1metiq	2013-2014	2006-2007	2013-2014	44.94587181441419
gene_22661	2012-2013	2011-2012	2012-2013	44.909362674046925
species_31897	2005-2006	2002-2003	2005-2006	44.88108922370633
gene_54698	2015-2016	2009-2010	2015-2016	44.87726184122326
gene_83701	2017-2018	2011-2012	2017-2018	44.8479414249826
species_35824	2016-2017	2015-2016	2016-2017	44.82689269002041
1.392	2010-2011	2009-2010	2010-2011	44.806970954341594
gene_83675	2013-2014	2012-2013	2013-2014	44.79272260619262
species_168471	2010-2011	2009-2010	2010-2011	44.7806171612066
gene_58869	2010-2011	2009-2010	2010-2011	44.77593813213182
zika	2015-2016	2014-2015	2015-2016	44.774784806118404
gene_11228	2014-2015	2013-2014	2014-2015	44.76717522264553
nsp10	2009-2010	2008-2009	2009-2010	44.74838224142523
gene_180783	2009-2010	2008-2009	2009-2010	44.74225156586197
gene_948689	2017-2018	2016-2017	2017-2018	44.7113085804981
gene_833002	2016-2017	2015-2016	2016-2017	44.6750887744581
-patienten	2019-2020	2018-2019	2019-2020	44.66143763197012
no2y	2009-2010	2008-2009	2009-2010	44.57912622701778
mgonps	2017-2018	2016-2017	2017-2018	44.56098453912225
gene_223870	2009-2010	2008-2009	2009-2010	44.53973339052719
sypa	2012-2013	2010-2011	2012-2013	44.53359290477352
chemical_mesh_c492324	2018-2019	2017-2018	2018-2019	44.52728638962594
0.0322	2010-2011	2009-2010	2010-2011	44.497386458666334
