disease	gene	class	dummy_score
MESH:D019337	5243	1	1
MESH:D019337	5264	1	1
MESH:D019337	5295	1	1
MESH:D019337	5358	1	0
MESH:D019337	5366	1	1
MESH:D019337	5371	1	1
MESH:D019337	5444	1	1
MESH:D019337	5475	1	1
MESH:D019337	5552	1	0
MESH:D019337	5590	1	0
MESH:D019337	5595	1	1
MESH:D019337	5604	1	1
MESH:D019337	5657	1	0
MESH:D019337	5728	1	0
MESH:D019337	5734	1	0
MESH:D019337	5744	1	1
MESH:D019337	5770	1	1
MESH:D019337	5771	1	0
MESH:D019337	5781	1	1
MESH:D019337	5788	1	1
MESH:D019337	5810	1	1
MESH:D019337	5880	1	1
MESH:D019337	5885	1	1
MESH:D019337	5914	1	0
MESH:D019337	5917	1	0
MESH:D019337	5925	1	0
MESH:D019337	5979	1	1
MESH:D019337	6279	1	0
MESH:D019337	6281	1	1
MESH:D019337	6320	1	0
MESH:D019337	6347	1	1
MESH:D019337	6348	1	1
MESH:D019337	6361	1	0
MESH:D019337	6402	1	0
MESH:D019337	6494	1	0
MESH:D019337	6580	1	1
MESH:D019337	6597	1	0
MESH:D019337	6622	1	0
MESH:D019337	6624	1	1
MESH:D019337	6648	1	1
MESH:D019337	6668	1	1
MESH:D019337	6672	1	1
MESH:D019337	6678	1	0
MESH:D019337	6693	1	1
MESH:D019337	6714	1	0
MESH:D019337	6840	1	0
MESH:D019337	6900	1	0
MESH:D019337	6929	1	0
MESH:D019337	7001	1	1
MESH:D019337	7037	1	1
MESH:D019337	7040	1	1
MESH:D019337	7049	1	0
MESH:D019337	7066	1	1
MESH:D019337	7070	1	0
MESH:D019337	7124	1	0
MESH:D019337	7150	1	1
MESH:D019337	7153	1	1
MESH:D019337	7157	1	1
MESH:D019337	7200	1	1
MESH:D019337	7204	1	1
MESH:D019337	7295	1	1
MESH:D019337	7341	1	0
MESH:D019337	7422	1	0
MESH:D019337	7535	1	1
MESH:D019337	7837	1	1
MESH:D019337	8021	1	1
MESH:D019337	8178	1	1
MESH:D019337	8227	1	1
MESH:D019337	8600	1	1
MESH:D019337	8743	1	1
MESH:D019337	8795	1	1
MESH:D019337	8813	1	1
MESH:D019337	8833	1	1
MESH:D019337	8837	1	0
MESH:D019337	8863	1	0
MESH:D019337	8864	1	0
MESH:D019337	8915	1	0
MESH:D019337	9126	1	1
MESH:D019337	9242	1	1
MESH:D019337	9260	1	1
MESH:D019337	9612	1	0
MESH:D019337	9623	1	1
MESH:D019337	9734	1	1
MESH:D019337	9920	1	1
MESH:D019337	9947	1	1
MESH:D019337	10043	1	1
MESH:D019337	10113	1	1
MESH:D019337	10296	1	1
MESH:D019337	10320	1	0
MESH:D019337	10563	1	0
MESH:D019337	10673	1	0
MESH:D019337	10804	1	0
MESH:D019337	10841	1	1
MESH:D019337	10892	1	1
MESH:D019337	10982	1	0
MESH:D019337	11040	1	1
MESH:D019337	11168	1	0
MESH:D019337	22794	1	0
MESH:D019337	22924	1	1
MESH:D019337	26040	1	0
MESH:D019337	26511	1	1
MESH:D019337	27087	1	0
MESH:D019337	27102	1	1
MESH:D019337	29072	1	0
MESH:D019337	51176	1	0
MESH:D019337	53942	1	0
MESH:D019337	54205	1	0
MESH:D019337	54541	1	1
MESH:D019337	54658	1	1
MESH:D019337	55718	1	1
MESH:D019337	57379	1	0
MESH:D019337	57381	1	1
MESH:D019337	64005	1	0
MESH:D019337	64783	1	1
MESH:D019337	81608	1	0
MESH:D019337	83483	1	0
MESH:D019337	84939	1	0
MESH:D019337	92483	1	0
MESH:D019337	121256	1	1
MESH:D019337	145270	1	1
MESH:D019337	197257	1	1
MESH:D019337	200942	1	0
MESH:D019337	201161	1	1
MESH:D019337	340152	1	0
MESH:D019337	347734	1	0
MESH:D001932	29	1	1
MESH:D001932	238	1	1
MESH:D001932	257	1	1
MESH:D001932	324	1	0
MESH:D001932	474	1	1
MESH:D001932	595	1	1
MESH:D001932	675	1	0
MESH:D001932	682	1	1
MESH:D001932	898	1	0
MESH:D001932	1019	1	1
MESH:D001932	1021	1	1
MESH:D001932	1029	1	0
MESH:D001932	1499	1	0
MESH:D001932	1559	1	1
MESH:D001932	1612	1	1
MESH:D001932	1755	1	0
MESH:D001932	1786	1	1
MESH:D001932	1956	1	1
MESH:D001932	2026	1	1
MESH:D001932	2064	1	1
MESH:D001932	2100	1	1
MESH:D001932	2130	1	1
MESH:D001932	2275	1	0
MESH:D001932	2313	1	0
MESH:D001932	2670	1	1
MESH:D001932	2735	1	0
MESH:D001932	2736	1	1
MESH:D001932	3090	1	0
MESH:D001932	3280	1	0
MESH:D001932	3417	1	1
MESH:D001932	3558	1	1
MESH:D001932	4140	1	1
MESH:D001932	4151	1	1
MESH:D001932	4352	1	1
MESH:D001932	4609	1	0
MESH:D001932	4853	1	1
MESH:D001932	4916	1	1
MESH:D001932	5111	1	1
MESH:D001932	5395	1	0
MESH:D001932	5444	1	0
MESH:D001932	5970	1	1
MESH:D001932	6275	1	1
MESH:D001932	6277	1	0
MESH:D001932	6281	1	1
MESH:D001932	6608	1	1
MESH:D001932	6648	1	1
MESH:D001932	6696	1	0
MESH:D001932	7052	1	0
MESH:D001932	7157	1	0
MESH:D001932	7422	1	1
MESH:D001932	8643	1	0
MESH:D001932	8660	1	0
MESH:D001932	8848	1	0
MESH:D001932	9727	1	0
MESH:D001932	10763	1	0
MESH:D001932	286077	1	0
MESH:D007680	43	1	1
MESH:D007680	95	1	1
MESH:D007680	210	1	1
MESH:D007680	216	1	0
MESH:D007680	238	1	0
MESH:D007680	301	1	1
MESH:D007680	302	1	1
MESH:D007680	307	1	1
MESH:D007680	317	1	0
MESH:D007680	324	1	1
MESH:D007680	332	1	0
MESH:D007680	353	1	1
MESH:D007680	540	1	0
MESH:D007680	590	1	1
MESH:D007680	595	1	1
MESH:D007680	655	1	1
MESH:D007680	673	1	0
MESH:D007680	675	1	1
MESH:D007680	760	1	0
MESH:D007680	768	1	0
MESH:D007680	800	1	1
MESH:D007680	822	1	0
MESH:D007680	835	1	1
MESH:D007680	883	1	0
MESH:D007680	920	1	0
MESH:D007680	925	1	1
MESH:D007680	947	1	0
MESH:D007680	949	1	0
MESH:D007680	999	1	0
MESH:D007680	1004	1	0
MESH:D007680	1014	1	0
MESH:D007680	1015	1	0
MESH:D007680	1027	1	0
MESH:D007680	1029	1	0
MESH:D007680	1030	1	0
MESH:D007680	1265	1	1
MESH:D007680	1366	1	0
MESH:D007680	1381	1	1
MESH:D007680	1410	1	1
MESH:D007680	1495	1	0
MESH:D007680	1499	1	1
MESH:D007680	1508	1	1
MESH:D007680	1509	1	1
MESH:D007680	1543	1	0
MESH:D007680	1612	1	0
MESH:D007680	1938	1	1
MESH:D007680	1958	1	1
MESH:D007680	1978	1	1
MESH:D007680	2034	1	1
MESH:D007680	2064	1	0
MESH:D007680	2122	1	1
MESH:D007680	2271	1	0
MESH:D007680	2321	1	1
MESH:D007680	2355	1	0
MESH:D007680	2719	1	0
MESH:D007680	2944	1	0
MESH:D007680	2950	1	0
MESH:D007680	3035	1	1
MESH:D007680	3313	1	1
MESH:D007680	3315	1	1
MESH:D007680	3439	1	1
MESH:D007680	3440	1	1
MESH:D007680	3480	1	0
MESH:D007680	3481	1	1
MESH:D007680	3490	1	0
MESH:D007680	3558	1	1
MESH:D007680	3596	1	0
MESH:D007680	3725	1	1
MESH:D007680	3726	1	0
MESH:D007680	3778	1	1
MESH:D007680	3815	1	1
MESH:D007680	3845	1	0
MESH:D007680	3855	1	0
MESH:D007680	3882	1	0
MESH:D007680	3897	1	1
MESH:D007680	3945	1	1
MESH:D007680	4074	1	1
MESH:D007680	4233	1	0
MESH:D007680	4286	1	0
MESH:D007680	4311	1	1
MESH:D007680	4585	1	0
MESH:D007680	4609	1	0
MESH:D007680	4771	1	1
MESH:D007680	4868	1	0
MESH:D007680	4968	1	0
MESH:D007680	5058	1	0
MESH:D007680	5076	1	1
MESH:D007680	5230	1	0
MESH:D007680	5243	1	1
MESH:D007680	5443	1	0
MESH:D007680	5471	1	1
MESH:D007680	5594	1	0
MESH:D007680	5595	1	1
MESH:D007680	5728	1	1
MESH:D007680	5743	1	0
MESH:D007680	5816	1	0
MESH:D007680	5970	1	1
MESH:D007680	6271	1	0
MESH:D007680	6513	1	1
MESH:D007680	6596	1	0
MESH:D007680	6648	1	1
MESH:D007680	6790	1	0
MESH:D007680	6928	1	0
MESH:D007680	7052	1	0
MESH:D007680	7157	1	0
MESH:D007680	7248	1	1
MESH:D007680	7380	1	1
MESH:D007680	7422	1	0
MESH:D007680	8061	1	1
MESH:D007680	8242	1	0
MESH:D007680	8738	1	1
MESH:D007680	8743	1	1
MESH:D007680	8790	1	0
MESH:D007680	9669	1	1
MESH:D007680	9817	1	0
MESH:D007680	9839	1	0
MESH:D007680	10397	1	0
MESH:D007680	10404	1	0
MESH:D007680	10630	1	0
MESH:D007680	10950	1	1
MESH:D007680	11214	1	1
MESH:D007680	29072	1	0
MESH:D007680	55193	1	0
MESH:D007680	89795	1	0
MESH:D010190	28	1	0
MESH:D010190	91	1	1
MESH:D010190	182	1	1
MESH:D010190	185	1	0
MESH:D010190	196	1	0
MESH:D010190	207	1	1
MESH:D010190	348	1	0
MESH:D010190	384	1	1
MESH:D010190	546	1	1
MESH:D010190	571	1	1
MESH:D010190	595	1	1
MESH:D010190	598	1	1
MESH:D010190	675	1	1
MESH:D010190	836	1	1
MESH:D010190	885	1	1
MESH:D010190	886	1	1
MESH:D010190	887	1	1
MESH:D010190	960	1	1
MESH:D010190	999	1	0
MESH:D010190	1029	1	0
MESH:D010190	1107	1	1
MESH:D010190	1113	1	1
MESH:D010190	1268	1	1
MESH:D010190	1269	1	1
MESH:D010190	1499	1	0
MESH:D010190	1601	1	0
MESH:D010190	1616	1	1
MESH:D010190	1647	1	0
MESH:D010190	1806	1	0
MESH:D010190	1840	1	1
MESH:D010190	1890	1	0
MESH:D010190	1950	1	1
MESH:D010190	1956	1	0
MESH:D010190	1990	1	1
MESH:D010190	2030	1	0
MESH:D010190	2146	1	0
MESH:D010190	2202	1	1
MESH:D010190	2258	1	0
MESH:D010190	2305	1	0
MESH:D010190	2494	1	0
MESH:D010190	2520	1	0
MESH:D010190	2530	1	0
MESH:D010190	2543	1	1
MESH:D010190	2641	1	0
MESH:D010190	2665	1	1
MESH:D010190	2735	1	0
MESH:D010190	2740	1	0
MESH:D010190	3265	1	1
MESH:D010190	3280	1	1
MESH:D010190	3304	1	1
MESH:D010190	3375	1	1
MESH:D010190	3439	1	0
MESH:D010190	3440	1	0
MESH:D010190	3576	1	1
MESH:D010190	3651	1	0
MESH:D010190	3714	1	1
MESH:D010190	3845	1	1
MESH:D010190	4072	1	1
MESH:D010190	4089	1	1
MESH:D010190	4221	1	0
MESH:D010190	4233	1	0
MESH:D010190	4313	1	1
MESH:D010190	4318	1	0
MESH:D010190	4609	1	0
MESH:D010190	4817	1	1
MESH:D010190	4854	1	1
MESH:D010190	4855	1	1
MESH:D010190	5122	1	0
MESH:D010190	5328	1	0
MESH:D010190	5539	1	0
MESH:D010190	5644	1	1
MESH:D010190	5728	1	1
MESH:D010190	5743	1	0
MESH:D010190	5744	1	1
MESH:D010190	5798	1	0
MESH:D010190	5925	1	0
MESH:D010190	6343	1	0
MESH:D010190	6615	1	1
MESH:D010190	6648	1	1
MESH:D010190	6690	1	0
MESH:D010190	6714	1	1
MESH:D010190	6750	1	0
MESH:D010190	6752	1	1
MESH:D010190	6753	1	0
MESH:D010190	6847	1	0
MESH:D010190	7039	1	1
MESH:D010190	7040	1	0
MESH:D010190	7124	1	0
MESH:D010190	7157	1	0
MESH:D010190	7298	1	0
MESH:D010190	7422	1	0
MESH:D010190	7873	1	1
MESH:D010190	7980	1	1
MESH:D010190	8743	1	1
MESH:D010190	8795	1	1
MESH:D010190	8829	1	1
MESH:D010190	8837	1	1
MESH:D010190	10232	1	1
MESH:D010190	10397	1	1
MESH:D010190	23022	1	0
MESH:D010190	23493	1	0
MESH:D012878	123	1	0
MESH:D012878	434	1	0
MESH:D012878	631	1	1
MESH:D012878	673	1	1
MESH:D012878	1019	1	1
MESH:D012878	1029	1	1
MESH:D012878	1113	1	0
MESH:D012878	1464	1	1
MESH:D012878	2026	1	0
MESH:D012878	2068	1	0
MESH:D012878	2315	1	1
MESH:D012878	2735	1	1
MESH:D012878	2736	1	1
MESH:D012878	3229	1	0
MESH:D012878	3265	1	1
MESH:D012878	3569	1	1
MESH:D012878	3845	1	1
MESH:D012878	3852	1	0
MESH:D012878	3855	1	1
MESH:D012878	3861	1	1
MESH:D012878	3866	1	1
MESH:D012878	3872	1	1
MESH:D012878	3881	1	1
MESH:D012878	3886	1	0
MESH:D012878	4286	1	0
MESH:D012878	5304	1	1
MESH:D012878	5429	1	0
MESH:D012878	5734	1	0
MESH:D012878	5743	1	0
MESH:D012878	5921	1	1
MESH:D012878	6336	1	0
MESH:D012878	6558	1	1
MESH:D012878	6608	1	0
MESH:D012878	7053	1	1
MESH:D012878	7080	1	0
MESH:D012878	7157	1	1
MESH:D012878	7299	1	1
MESH:D012878	7380	1	0
MESH:D012878	7507	1	1
MESH:D012878	8643	1	0
MESH:D012878	8687	1	0
MESH:D012878	54474	1	0
MESH:D001859	466	1	1
MESH:D001859	648	1	0
MESH:D001859	673	1	1
MESH:D001859	675	1	0
MESH:D001859	1019	1	1
MESH:D001859	1576	1	1
MESH:D001859	1719	1	0
MESH:D001859	1956	1	1
MESH:D001859	1965	1	1
MESH:D001859	2026	1	0
MESH:D001859	2078	1	1
MESH:D001859	2130	1	1
MESH:D001859	2146	1	1
MESH:D001859	2313	1	1
MESH:D001859	2314	1	1
MESH:D001859	2348	1	0
MESH:D001859	2521	1	0
MESH:D001859	2950	1	1
MESH:D001859	3480	1	1
MESH:D001859	3725	1	1
MESH:D001859	3815	1	1
MESH:D001859	3889	1	0
MESH:D001859	4015	1	1
MESH:D001859	4233	1	0
MESH:D001859	4267	1	0
MESH:D001859	4313	1	1
MESH:D001859	4318	1	0
MESH:D001859	4486	1	1
MESH:D001859	5328	1	0
MESH:D001859	5743	1	1
MESH:D001859	5925	1	1
MESH:D001859	5981	1	0
MESH:D001859	6608	1	1
MESH:D001859	6678	1	1
MESH:D001859	7157	1	0
MESH:D001859	7262	1	1
MESH:D001859	7982	1	0
MESH:D001859	8209	1	0
MESH:D001859	8792	1	0
MESH:D001859	8856	1	0
MESH:D001859	10210	1	1
MESH:D001859	11117	1	0
MESH:D001859	11200	1	0
MESH:D001859	51251	1	1
MESH:D001859	54738	1	0
MESH:D001859	58492	1	0
MESH:D010051	142	1	0
MESH:D010051	207	1	1
MESH:D010051	268	1	0
MESH:D010051	306	1	1
MESH:D010051	324	1	0
MESH:D010051	331	1	0
MESH:D010051	332	1	0
MESH:D010051	360	1	0
MESH:D010051	374	1	1
MESH:D010051	467	1	1
MESH:D010051	540	1	1
MESH:D010051	580	1	0
MESH:D010051	595	1	0
MESH:D010051	607	1	1
MESH:D010051	668	1	1
MESH:D010051	672	1	0
MESH:D010051	675	1	1
MESH:D010051	794	1	1
MESH:D010051	836	1	0
MESH:D010051	857	1	1
MESH:D010051	894	1	1
MESH:D010051	898	1	0
MESH:D010051	925	1	1
MESH:D010051	999	1	0
MESH:D010051	1027	1	1
MESH:D010051	1366	1	1
MESH:D010051	1499	1	0
MESH:D010051	1545	1	0
MESH:D010051	1647	1	0
MESH:D010051	1796	1	0
MESH:D010051	1956	1	1
MESH:D010051	2064	1	1
MESH:D010051	2067	1	0
MESH:D010051	2069	1	0
MESH:D010051	2099	1	1
MESH:D010051	2122	1	1
MESH:D010051	2194	1	0
MESH:D010051	2348	1	0
MESH:D010051	2516	1	0
MESH:D010051	3231	1	1
MESH:D010051	3237	1	0
MESH:D010051	3265	1	1
MESH:D010051	3558	1	0
MESH:D010051	3569	1	0
MESH:D010051	3572	1	1
MESH:D010051	3576	1	0
MESH:D010051	3590	1	0
MESH:D010051	3732	1	0
MESH:D010051	3845	1	1
MESH:D010051	3855	1	1
MESH:D010051	4072	1	0
MESH:D010051	4233	1	0
MESH:D010051	4267	1	0
MESH:D010051	4288	1	1
MESH:D010051	4313	1	0
MESH:D010051	4318	1	0
MESH:D010051	4519	1	1
MESH:D010051	4609	1	0
MESH:D010051	4905	1	1
MESH:D010051	4978	1	0
MESH:D010051	5241	1	0
MESH:D010051	5243	1	1
MESH:D010051	5501	1	1
MESH:D010051	5594	1	0
MESH:D010051	5595	1	0
MESH:D010051	5653	1	1
MESH:D010051	5655	1	1
MESH:D010051	5728	1	1
MESH:D010051	5819	1	0
MESH:D010051	5892	1	0
MESH:D010051	5934	1	0
MESH:D010051	6513	1	0
MESH:D010051	6597	1	0
MESH:D010051	6647	1	1
MESH:D010051	6648	1	0
MESH:D010051	6678	1	0
MESH:D010051	6928	1	0
MESH:D010051	6935	1	0
MESH:D010051	7038	1	0
MESH:D010051	7099	1	1
MESH:D010051	7150	1	1
MESH:D010051	7157	1	1
MESH:D010051	7270	1	1
MESH:D010051	7298	1	1
MESH:D010051	7380	1	0
MESH:D010051	7422	1	0
MESH:D010051	7980	1	1
MESH:D010051	8220	1	1
MESH:D010051	8517	1	1
MESH:D010051	8626	1	1
MESH:D010051	8630	1	1
MESH:D010051	8725	1	1
MESH:D010051	8743	1	1
MESH:D010051	8991	1	1
MESH:D010051	10232	1	0
MESH:D010051	10381	1	0
MESH:D010051	10413	1	0
MESH:D010051	11200	1	1
MESH:D010051	22800	1	1
MESH:D010051	23205	1	1
MESH:D010051	51029	1	1
MESH:D010051	55726	1	0
MESH:D010051	64434	1	0
MESH:D010051	83636	1	1
MESH:D001943	10	1	0
MESH:D001943	25	1	1
MESH:D001943	43	1	1
MESH:D001943	90	1	1
MESH:D001943	102	1	1
MESH:D001943	142	1	1
MESH:D001943	158	1	0
MESH:D001943	174	1	0
MESH:D001943	182	1	0
MESH:D001943	185	1	0
MESH:D001943	186	1	1
MESH:D001943	196	1	0
MESH:D001943	207	1	0
MESH:D001943	208	1	0
MESH:D001943	213	1	0
MESH:D001943	216	1	1
MESH:D001943	218	1	1
MESH:D001943	224	1	1
MESH:D001943	226	1	1
MESH:D001943	238	1	1
MESH:D001943	249	1	0
MESH:D001943	250	1	1
MESH:D001943	251	1	0
MESH:D001943	308	1	0
MESH:D001943	318	1	1
MESH:D001943	324	1	1
MESH:D001943	332	1	1
MESH:D001943	353	1	1
MESH:D001943	367	1	1
MESH:D001943	369	1	0
MESH:D001943	374	1	0
MESH:D001943	396	1	1
MESH:D001943	468	1	0
MESH:D001943	472	1	0
MESH:D001943	501	1	1
MESH:D001943	540	1	1
MESH:D001943	573	1	1
MESH:D001943	580	1	0
MESH:D001943	581	1	0
MESH:D001943	590	1	1
MESH:D001943	595	1	1
MESH:D001943	596	1	0
MESH:D001943	597	1	0
MESH:D001943	598	1	0
MESH:D001943	632	1	1
MESH:D001943	650	1	1
MESH:D001943	652	1	0
MESH:D001943	659	1	1
MESH:D001943	672	1	0
MESH:D001943	673	1	1
MESH:D001943	675	1	0
MESH:D001943	708	1	1
MESH:D001943	741	1	1
MESH:D001943	768	1	1
MESH:D001943	796	1	1
MESH:D001943	836	1	0
MESH:D001943	840	1	0
MESH:D001943	841	1	0
MESH:D001943	857	1	1
MESH:D001943	898	1	1
MESH:D001943	920	1	1
MESH:D001943	923	1	1
MESH:D001943	925	1	0
MESH:D001943	943	1	0
MESH:D001943	947	1	0
MESH:D001943	958	1	0
MESH:D001943	972	1	0
MESH:D001943	978	1	0
MESH:D001943	999	1	1
MESH:D001943	1003	1	1
MESH:D001943	1017	1	0
MESH:D001943	1019	1	1
MESH:D001943	1026	1	0
MESH:D001943	1027	1	0
MESH:D001943	1063	1	1
MESH:D001943	1072	1	0
MESH:D001943	1192	1	1
MESH:D001943	1269	1	0
MESH:D001943	1294	1	0
MESH:D001943	1312	1	0
MESH:D001943	1353	1	0
MESH:D001943	1364	1	1
MESH:D001943	1374	1	0
MESH:D001943	1435	1	0
MESH:D001943	1436	1	1
MESH:D001943	1437	1	1
MESH:D001943	1440	1	0
MESH:D001943	1474	1	0
MESH:D001943	1493	1	1
MESH:D001943	1499	1	0
MESH:D001943	1509	1	1
MESH:D001943	1543	1	0
MESH:D001943	1545	1	1
MESH:D001943	1565	1	0
MESH:D001943	1576	1	1
MESH:D001943	1586	1	1
MESH:D001943	1588	1	1
MESH:D001943	1649	1	0
MESH:D001943	1728	1	1
MESH:D001943	1786	1	0
