disease	gene	class	dummy_score
MESH:D019337	4292	1	1
MESH:D019337	4297	1	1
MESH:D019337	4298	1	1
MESH:D019337	4300	1	0
MESH:D019337	4311	1	1
MESH:D019337	4330	1	1
MESH:D019337	4352	1	1
MESH:D019337	4353	1	1
MESH:D019337	4507	1	0
MESH:D019337	4524	1	0
MESH:D019337	4548	1	1
MESH:D019337	4582	1	1
MESH:D019337	4599	1	0
MESH:D019337	4602	1	0
MESH:D019337	4605	1	0
MESH:D019337	4609	1	1
MESH:D019337	4629	1	1
MESH:D019337	4684	1	0
MESH:D019337	4763	1	1
MESH:D019337	4792	1	1
MESH:D019337	4851	1	1
MESH:D019337	4869	1	1
MESH:D019337	4893	1	1
MESH:D019337	4928	1	0
MESH:D019337	4956	1	0
MESH:D019337	4968	1	0
MESH:D019337	4982	1	1
MESH:D019337	5079	1	0
MESH:D019337	5087	1	1
MESH:D019337	5091	1	0
MESH:D019337	5142	1	1
MESH:D019337	5154	1	1
MESH:D019337	5155	1	0
MESH:D019337	5156	1	0
MESH:D019337	5159	1	0
MESH:D019337	5172	1	1
MESH:D019337	5187	1	0
MESH:D019337	5243	1	0
MESH:D019337	5264	1	1
MESH:D019337	5290	1	1
MESH:D019337	5291	1	1
MESH:D019337	5293	1	1
MESH:D019337	5294	1	0
MESH:D019337	5295	1	1
MESH:D019337	5358	1	0
MESH:D019337	5366	1	0
MESH:D019337	5371	1	0
MESH:D019337	5444	1	0
MESH:D019337	5457	1	1
MESH:D019337	5475	1	1
MESH:D019337	5552	1	1
MESH:D019337	5582	1	0
MESH:D019337	5590	1	1
MESH:D019337	5595	1	0
MESH:D019337	5599	1	0
MESH:D019337	5604	1	1
MESH:D019337	5657	1	1
MESH:D019337	5728	1	1
MESH:D019337	5734	1	1
MESH:D019337	5744	1	1
MESH:D019337	5756	1	1
MESH:D019337	5770	1	0
MESH:D019337	5771	1	0
MESH:D019337	5781	1	1
MESH:D019337	5788	1	1
MESH:D019337	5795	1	1
MESH:D019337	5810	1	1
MESH:D019337	5880	1	1
MESH:D019337	5885	1	1
MESH:D019337	5914	1	1
MESH:D019337	5917	1	1
MESH:D019337	5925	1	1
MESH:D019337	5926	1	1
MESH:D019337	5966	1	0
MESH:D019337	5979	1	0
MESH:D019337	5997	1	0
MESH:D019337	6176	1	0
MESH:D019337	6208	1	1
MESH:D019337	6279	1	1
MESH:D019337	6281	1	1
MESH:D019337	6320	1	0
MESH:D019337	6347	1	1
MESH:D019337	6348	1	1
MESH:D019337	6361	1	1
MESH:D019337	6382	1	1
MESH:D019337	6402	1	1
MESH:D019337	6446	1	1
MESH:D019337	6455	1	1
MESH:D019337	6494	1	0
MESH:D019337	6580	1	0
MESH:D019337	6597	1	0
MESH:D019337	6622	1	0
MESH:D019337	6624	1	1
MESH:D019337	6648	1	1
MESH:D019337	6664	1	0
MESH:D019337	6668	1	1
MESH:D019337	6672	1	0
MESH:D019337	6678	1	0
MESH:D019337	6688	1	1
MESH:D019337	6693	1	0
MESH:D019337	6714	1	1
MESH:D019337	6772	1	0
MESH:D019337	6774	1	1
MESH:D019337	6776	1	0
MESH:D019337	6777	1	0
MESH:D019337	6840	1	0
MESH:D019337	6850	1	0
MESH:D019337	6886	1	1
MESH:D019337	6900	1	1
MESH:D019337	6919	1	1
MESH:D019337	6929	1	0
MESH:D019337	7001	1	1
MESH:D019337	7014	1	0
MESH:D019337	7015	1	1
MESH:D019337	7037	1	0
MESH:D019337	7040	1	0
MESH:D019337	7049	1	0
MESH:D019337	7066	1	0
MESH:D019337	7070	1	1
MESH:D019337	7072	1	1
MESH:D019337	7074	1	1
MESH:D019337	7124	1	0
MESH:D019337	7150	1	1
MESH:D019337	7153	1	0
MESH:D019337	7155	1	0
MESH:D019337	7157	1	1
MESH:D019337	7200	1	1
MESH:D019337	7204	1	1
MESH:D019337	7249	1	0
MESH:D019337	7280	1	1
MESH:D019337	7294	1	1
MESH:D019337	7295	1	0
MESH:D019337	7341	1	1
MESH:D019337	7345	1	0
MESH:D019337	7422	1	1
MESH:D019337	7490	1	1
MESH:D019337	7535	1	0
MESH:D019337	7704	1	0
MESH:D019337	7837	1	1
MESH:D019337	7852	1	1
MESH:D019337	7913	1	0
MESH:D019337	7994	1	1
MESH:D019337	8021	1	1
MESH:D019337	8028	1	1
MESH:D019337	8178	1	1
MESH:D019337	8202	1	1
MESH:D019337	8227	1	1
MESH:D019337	8243	1	0
MESH:D019337	8289	1	0
MESH:D019337	8301	1	1
MESH:D019337	8320	1	0
MESH:D019337	8431	1	1
MESH:D019337	8600	1	0
MESH:D019337	8623	1	0
MESH:D019337	8625	1	1
MESH:D019337	8701	1	1
MESH:D019337	8714	1	1
MESH:D019337	8743	1	1
MESH:D019337	8795	1	1
MESH:D019337	8813	1	0
MESH:D019337	8833	1	1
MESH:D019337	8837	1	1
MESH:D019337	8863	1	1
MESH:D019337	8864	1	0
MESH:D019337	8877	1	0
MESH:D019337	8915	1	1
MESH:D019337	9126	1	1
MESH:D019337	9138	1	0
MESH:D019337	9145	1	1
MESH:D019337	9242	1	1
MESH:D019337	9260	1	1
MESH:D019337	9429	1	0
MESH:D019337	9446	1	0
MESH:D019337	9611	1	0
MESH:D019337	9612	1	1
MESH:D019337	9623	1	0
MESH:D019337	9734	1	0
MESH:D019337	9920	1	0
MESH:D019337	9935	1	0
MESH:D019337	9947	1	0
MESH:D019337	9965	1	0
MESH:D019337	10019	1	1
MESH:D019337	10043	1	1
MESH:D019337	10077	1	1
MESH:D019337	10113	1	0
MESH:D019337	10125	1	0
MESH:D019337	10296	1	1
MESH:D019337	10320	1	1
MESH:D019337	10437	1	1
MESH:D019337	10563	1	0
MESH:D019337	10634	1	1
MESH:D019337	10672	1	0
MESH:D019337	10673	1	1
MESH:D019337	10735	1	0
MESH:D019337	10752	1	1
MESH:D019337	10801	1	1
MESH:D019337	10804	1	1
MESH:D019337	10841	1	0
MESH:D019337	10848	1	1
MESH:D019337	10892	1	0
MESH:D019337	10982	1	0
MESH:D019337	11040	1	1
MESH:D019337	11168	1	0
MESH:D019337	11262	1	1
MESH:D019337	11326	1	0
MESH:D019337	22794	1	0
MESH:D019337	22924	1	1
MESH:D019337	22943	1	0
MESH:D019337	23218	1	0
MESH:D019337	23365	1	0
MESH:D019337	23457	1	0
MESH:D019337	23495	1	0
MESH:D019337	23532	1	0
MESH:D019337	23583	1	0
MESH:D019337	26040	1	0
MESH:D019337	26160	1	0
MESH:D019337	26511	1	1
MESH:D019337	27086	1	0
MESH:D019337	27087	1	1
MESH:D019337	27102	1	1
MESH:D019337	27161	1	0
MESH:D019337	27164	1	1
MESH:D019337	29072	1	1
MESH:D019337	30845	1	1
MESH:D019337	50489	1	0
MESH:D019337	50943	1	0
MESH:D019337	51119	1	1
MESH:D019337	51176	1	1
MESH:D019337	51185	1	1
MESH:D019337	51301	1	1
MESH:D019337	53827	1	0
MESH:D019337	53942	1	1
MESH:D019337	53947	1	0
MESH:D019337	54205	1	1
MESH:D019337	54541	1	0
MESH:D019337	54658	1	0
MESH:D019337	55294	1	0
MESH:D019337	55512	1	0
MESH:D019337	55718	1	1
MESH:D019337	55892	1	1
MESH:D019337	57167	1	1
MESH:D019337	57379	1	1
MESH:D019337	57381	1	1
MESH:D019337	57410	1	0
MESH:D019337	57591	1	1
MESH:D019337	60468	1	0
MESH:D019337	64005	1	1
MESH:D019337	64109	1	0
MESH:D019337	64225	1	1
MESH:D019337	64324	1	0
MESH:D019337	64783	1	1
MESH:D019337	79885	1	1
MESH:D019337	80829	1	0
MESH:D019337	81608	1	0
MESH:D019337	83483	1	0
MESH:D019337	84159	1	1
MESH:D019337	84433	1	1
MESH:D019337	84444	1	1
MESH:D019337	84939	1	0
MESH:D019337	92483	1	0
MESH:D019337	145270	1	1
MESH:D019337	170680	1	0
MESH:D019337	197257	1	0
MESH:D019337	200942	1	1
MESH:D019337	201161	1	0
MESH:D019337	219844	1	0
MESH:D019337	327657	1	0
MESH:D019337	340152	1	1
MESH:D019337	343641	1	0
MESH:D019337	347734	1	1
MESH:D019337	375790	1	0
MESH:D001932	29	1	1
MESH:D001932	238	1	0
MESH:D001932	257	1	1
MESH:D001932	324	1	1
MESH:D001932	474	1	0
MESH:D001932	595	1	0
MESH:D001932	675	1	1
MESH:D001932	682	1	0
MESH:D001932	898	1	1
MESH:D001932	1019	1	0
MESH:D001932	1021	1	1
MESH:D001932	1029	1	0
MESH:D001932	1499	1	0
MESH:D001932	1559	1	0
MESH:D001932	1612	1	0
MESH:D001932	1755	1	1
MESH:D001932	1786	1	1
MESH:D001932	1956	1	0
MESH:D001932	2026	1	1
MESH:D001932	2064	1	0
MESH:D001932	2100	1	1
MESH:D001932	2130	1	1
MESH:D001932	2275	1	0
MESH:D001932	2313	1	1
MESH:D001932	2670	1	0
MESH:D001932	2735	1	0
MESH:D001932	2736	1	0
MESH:D001932	3090	1	0
MESH:D001932	3280	1	0
MESH:D001932	3417	1	1
MESH:D001932	3558	1	1
MESH:D001932	4140	1	0
MESH:D001932	4151	1	0
MESH:D001932	4255	1	0
MESH:D001932	4352	1	0
MESH:D001932	4609	1	1
MESH:D001932	4610	1	1
MESH:D001932	4613	1	0
MESH:D001932	4659	1	0
MESH:D001932	4853	1	1
MESH:D001932	4916	1	0
MESH:D001932	5015	1	1
MESH:D001932	5111	1	1
MESH:D001932	5156	1	1
MESH:D001932	5294	1	1
MESH:D001932	5395	1	1
MESH:D001932	5444	1	1
MESH:D001932	5727	1	1
MESH:D001932	5970	1	1
MESH:D001932	6275	1	1
MESH:D001932	6277	1	1
MESH:D001932	6281	1	1
MESH:D001932	6447	1	0
MESH:D001932	6469	1	0
MESH:D001932	6502	1	1
MESH:D001932	6598	1	1
MESH:D001932	6608	1	1
MESH:D001932	6648	1	1
MESH:D001932	6696	1	0
MESH:D001932	6774	1	0
MESH:D001932	6855	1	1
MESH:D001932	7052	1	0
MESH:D001932	7157	1	0
MESH:D001932	7225	1	1
MESH:D001932	7409	1	0
MESH:D001932	7422	1	1
MESH:D001932	7994	1	0
MESH:D001932	8493	1	1
MESH:D001932	8643	1	0
MESH:D001932	8660	1	0
MESH:D001932	8842	1	1
MESH:D001932	8848	1	0
MESH:D001932	9074	1	0
MESH:D001932	9696	1	0
MESH:D001932	10215	1	0
MESH:D001932	10389	1	0
MESH:D001932	10763	1	1
MESH:D001932	11186	1	0
MESH:D001932	23030	1	1
MESH:D001932	23081	1	0
MESH:D001932	23411	1	0
MESH:D001932	23462	1	1
MESH:D001932	23532	1	1
MESH:D001932	27436	1	1
MESH:D001932	28514	1	1
MESH:D001932	51684	1	0
MESH:D001932	56980	1	0
MESH:D001932	79813	1	1
MESH:D001932	84189	1	0
MESH:D001932	113878	1	1
MESH:D001932	286077	1	1
MESH:D001932	388585	1	1
MESH:D007680	43	1	1
MESH:D007680	95	1	0
MESH:D007680	210	1	0
MESH:D007680	216	1	1
MESH:D007680	238	1	0
MESH:D007680	301	1	0
MESH:D007680	302	1	1
MESH:D007680	307	1	1
MESH:D007680	317	1	1
MESH:D007680	324	1	0
MESH:D007680	332	1	0
MESH:D007680	353	1	0
MESH:D007680	540	1	1
MESH:D007680	590	1	1
MESH:D007680	595	1	0
MESH:D007680	655	1	1
MESH:D007680	673	1	0
MESH:D007680	675	1	0
MESH:D007680	760	1	0
MESH:D007680	768	1	1
MESH:D007680	800	1	1
MESH:D007680	822	1	0
MESH:D007680	835	1	1
MESH:D007680	883	1	0
MESH:D007680	920	1	1
MESH:D007680	925	1	0
MESH:D007680	947	1	0
MESH:D007680	949	1	1
MESH:D007680	999	1	0
MESH:D007680	1004	1	0
MESH:D007680	1014	1	0
MESH:D007680	1015	1	0
MESH:D007680	1027	1	0
MESH:D007680	1029	1	1
MESH:D007680	1030	1	1
MESH:D007680	1265	1	1
MESH:D007680	1366	1	1
MESH:D007680	1381	1	1
MESH:D007680	1410	1	1
MESH:D007680	1495	1	1
MESH:D007680	1499	1	1
MESH:D007680	1508	1	0
MESH:D007680	1509	1	0
MESH:D007680	1543	1	0
MESH:D007680	1612	1	0
MESH:D007680	1938	1	1
MESH:D007680	1958	1	1
MESH:D007680	1978	1	1
MESH:D007680	2034	1	1
MESH:D007680	2064	1	0
MESH:D007680	2122	1	1
MESH:D007680	2271	1	0
MESH:D007680	2272	1	0
MESH:D007680	2321	1	1
MESH:D007680	2355	1	1
MESH:D007680	2475	1	1
MESH:D007680	2705	1	0
MESH:D007680	2719	1	1
MESH:D007680	2886	1	1
MESH:D007680	2944	1	1
MESH:D007680	2950	1	0
MESH:D007680	2952	1	1
MESH:D007680	3035	1	1
MESH:D007680	3091	1	1
MESH:D007680	3313	1	1
MESH:D007680	3315	1	1
MESH:D007680	3329	1	0
MESH:D007680	3439	1	0
MESH:D007680	3440	1	1
MESH:D007680	3480	1	0
MESH:D007680	3481	1	0
MESH:D007680	3490	1	0
MESH:D007680	3558	1	1
MESH:D007680	3566	1	0
MESH:D007680	3596	1	1
MESH:D007680	3709	1	0
MESH:D007680	3725	1	1
MESH:D007680	3726	1	0
MESH:D007680	3727	1	1
MESH:D007680	3778	1	1
MESH:D007680	3791	1	0
MESH:D007680	3815	1	1
MESH:D007680	3845	1	0
MESH:D007680	3855	1	0
MESH:D007680	3856	1	0
MESH:D007680	3882	1	1
MESH:D007680	3897	1	0
MESH:D007680	3945	1	1
MESH:D007680	4074	1	0
MESH:D007680	4233	1	1
MESH:D007680	4286	1	1
MESH:D007680	4311	1	0
MESH:D007680	4435	1	1
MESH:D007680	4585	1	1
MESH:D007680	4609	1	0
MESH:D007680	4771	1	1
MESH:D007680	4868	1	1
MESH:D007680	4968	1	1
MESH:D007680	5058	1	1
MESH:D007680	5076	1	1
MESH:D007680	5080	1	0
MESH:D007680	5162	1	0
MESH:D007680	5230	1	1
MESH:D007680	5243	1	1
MESH:D007680	5290	1	1
MESH:D007680	5443	1	1
MESH:D007680	5471	1	0
MESH:D007680	5546	1	1
MESH:D007680	5594	1	0
MESH:D007680	5595	1	0
MESH:D007680	5713	1	1
MESH:D007680	5728	1	0
MESH:D007680	5742	1	1
MESH:D007680	5743	1	0
MESH:D007680	5816	1	1
MESH:D007680	5894	1	1
MESH:D007680	5970	1	0
MESH:D007680	6098	1	1
MESH:D007680	6261	1	1
MESH:D007680	6271	1	0
MESH:D007680	6423	1	1
MESH:D007680	6483	1	0
MESH:D007680	6513	1	0
MESH:D007680	6526	1	0
MESH:D007680	6528	1	0
MESH:D007680	6596	1	1
MESH:D007680	6598	1	0
MESH:D007680	6648	1	0
MESH:D007680	6725	1	1
MESH:D007680	6790	1	0
MESH:D007680	6921	1	0
MESH:D007680	6923	1	0
MESH:D007680	6927	1	1
MESH:D007680	6928	1	0
MESH:D007680	7030	1	1
MESH:D007680	7052	1	0
MESH:D007680	7157	1	0
MESH:D007680	7248	1	0
MESH:D007680	7249	1	0
MESH:D007680	7380	1	1
MESH:D007680	7422	1	1
MESH:D007680	7428	1	1
MESH:D007680	7490	1	0
MESH:D007680	7584	1	0
MESH:D007680	7849	1	1
MESH:D007680	7942	1	1
MESH:D007680	8028	1	0
MESH:D007680	8061	1	1
MESH:D007680	8242	1	1
MESH:D007680	8314	1	0
MESH:D007680	8407	1	1
MESH:D007680	8633	1	1
MESH:D007680	8738	1	0
MESH:D007680	8743	1	1
MESH:D007680	8790	1	0
MESH:D007680	9045	1	1
MESH:D007680	9073	1	1
MESH:D007680	9113	1	0
MESH:D007680	9350	1	0
MESH:D007680	9589	1	0
MESH:D007680	9669	1	0
MESH:D007680	9745	1	1
MESH:D007680	9817	1	1
MESH:D007680	9839	1	0
MESH:D007680	10397	1	0
MESH:D007680	10404	1	1
MESH:D007680	10628	1	1
MESH:D007680	10630	1	0
MESH:D007680	10950	1	0
MESH:D007680	11010	1	0
MESH:D007680	11041	1	1
MESH:D007680	11214	1	0
MESH:D007680	11236	1	1
MESH:D007680	22974	1	0
MESH:D007680	23042	1	0
MESH:D007680	23532	1	1
MESH:D007680	25844	1	0
MESH:D007680	25953	1	0
MESH:D007680	29072	1	0
MESH:D007680	29126	1	1
MESH:D007680	50944	1	1
MESH:D007680	53353	1	0
MESH:D007680	54823	1	0
MESH:D007680	55193	1	0
MESH:D007680	55367	1	1
MESH:D007680	56776	1	0
MESH:D007680	57731	1	0
MESH:D007680	79026	1	1
MESH:D007680	79444	1	0
MESH:D007680	84433	1	1
MESH:D007680	84925	1	0
MESH:D007680	91662	1	0
MESH:D007680	139285	1	1
MESH:D007680	201163	1	1
MESH:D007680	374393	1	0
MESH:D010190	28	1	0
MESH:D010190	91	1	1
MESH:D010190	182	1	1
MESH:D010190	185	1	1
MESH:D010190	196	1	0
MESH:D010190	207	1	0
MESH:D010190	348	1	0
MESH:D010190	384	1	0
MESH:D010190	546	1	0
MESH:D010190	571	1	1
MESH:D010190	595	1	0
MESH:D010190	598	1	0
MESH:D010190	675	1	0
MESH:D010190	836	1	0
MESH:D010190	885	1	0
MESH:D010190	886	1	1
MESH:D010190	887	1	1
MESH:D010190	960	1	1
MESH:D010190	999	1	1
MESH:D010190	1029	1	1
MESH:D010190	1107	1	0
MESH:D010190	1113	1	0
MESH:D010190	1268	1	1
MESH:D010190	1269	1	1
MESH:D010190	1499	1	1
MESH:D010190	1601	1	1
MESH:D010190	1616	1	1
MESH:D010190	1647	1	1
MESH:D010190	1806	1	1
MESH:D010190	1840	1	1
MESH:D010190	1890	1	0
MESH:D010190	1950	1	0
MESH:D010190	1956	1	0
MESH:D010190	1990	1	1
MESH:D010190	2030	1	1
MESH:D010190	2146	1	1
MESH:D010190	2202	1	1
MESH:D010190	2258	1	0
MESH:D010190	2305	1	0
MESH:D010190	2494	1	1
MESH:D010190	2520	1	0
MESH:D010190	2530	1	1
MESH:D010190	2543	1	1
MESH:D010190	2641	1	1
MESH:D010190	2664	1	1
MESH:D010190	2665	1	1
MESH:D010190	2735	1	0
MESH:D010190	2740	1	0
MESH:D010190	2834	1	0
MESH:D010190	3091	1	0
MESH:D010190	3265	1	1
MESH:D010190	3280	1	0
MESH:D010190	3303	1	0
MESH:D010190	3304	1	0
MESH:D010190	3375	1	0
MESH:D010190	3439	1	1
MESH:D010190	3440	1	1
MESH:D010190	3442	1	1
MESH:D010190	3576	1	1
MESH:D010190	3651	1	1
MESH:D010190	3714	1	0
MESH:D010190	3791	1	1
MESH:D010190	3845	1	0
MESH:D010190	4061	1	0
MESH:D010190	4072	1	1
MESH:D010190	4089	1	1
MESH:D010190	4221	1	1
MESH:D010190	4233	1	1
MESH:D010190	4313	1	1
MESH:D010190	4318	1	0
MESH:D010190	4609	1	0
MESH:D010190	4780	1	1
MESH:D010190	4792	1	0
MESH:D010190	4817	1	0
MESH:D010190	4851	1	1
MESH:D010190	4854	1	1
MESH:D010190	4855	1	1
MESH:D010190	4893	1	0
MESH:D010190	5122	1	0
MESH:D010190	5290	1	1
MESH:D010190	5291	1	1
MESH:D010190	5293	1	0
MESH:D010190	5294	1	0
MESH:D010190	5328	1	0
MESH:D010190	5349	1	1
MESH:D010190	5468	1	1
MESH:D010190	5526	1	0
MESH:D010190	5539	1	1
MESH:D010190	5644	1	0
MESH:D010190	5727	1	1
MESH:D010190	5728	1	0
MESH:D010190	5743	1	1
MESH:D010190	5744	1	1
MESH:D010190	5798	1	1
MESH:D010190	5909	1	1
MESH:D010190	5925	1	0
MESH:D010190	5932	1	0
MESH:D010190	6343	1	0
MESH:D010190	6469	1	1
MESH:D010190	6514	1	1
MESH:D010190	6615	1	1
MESH:D010190	6648	1	1
MESH:D010190	6690	1	0
MESH:D010190	6714	1	0
MESH:D010190	6750	1	0
MESH:D010190	6751	1	0
MESH:D010190	6752	1	0
MESH:D010190	6753	1	0
MESH:D010190	6774	1	1
MESH:D010190	6794	1	1
MESH:D010190	6847	1	0
MESH:D010190	7015	1	1
MESH:D010190	7031	1	0
MESH:D010190	7039	1	0
MESH:D010190	7040	1	1
MESH:D010190	7124	1	0
MESH:D010190	7157	1	1
MESH:D010190	7249	1	0
MESH:D010190	7298	1	0
MESH:D010190	7422	1	0
MESH:D010190	7490	1	0
MESH:D010190	7873	1	1
MESH:D010190	7980	1	0
MESH:D010190	8743	1	0
MESH:D010190	8795	1	1
MESH:D010190	8829	1	1
MESH:D010190	8837	1	0
MESH:D010190	9379	1	0
MESH:D010190	10232	1	1
MESH:D010190	10397	1	0
MESH:D010190	11005	1	1
MESH:D010190	11009	1	0
MESH:D010190	23022	1	1
